#,,,,,"generated_by='OpenQuake engine 3.25.0-git8d6ee50a21', start_date='2026-02-24T22:19:28', checksum=1509732466, investigation_time=1.0, mag_bin_edges=[4.0, 5.0, 6.0, 7.0, 8.0, 9.0], dist_bin_edges=[0.0, 10.0, 20.0, 30.0, 40.0, 50.0, 60.0, 70.0, 80.0, 90.0, 100.0, 110.0, 120.0, 130.0, 140.0, 150.0, 160.0, 170.0, 180.0, 190.0, 200.0, 210.0, 220.0, 230.0, 240.0, 250.0, 260.0, 270.0, 280.0, 290.0, 300.0, 310.0, 320.0, 330.0, 340.0, 350.0, 360.0, 370.0, 380.0, 390.0, 400.0], lon_bin_edges=[-13.407007041423444, -8.6291, -3.851192958576555], lat_bin_edges=[37.56062, 41.1579, 44.755179999999996], eps_bin_edges=[-5.0, -1.6666666666666665, 1.666666666666667, 5.0], tectonic_region_types=['Shallow Inland', 'Shallow offshore'], lon=-8.6291, lat=41.1579"
imt,iml,poe,mag,dist,mean
PGA,1.22304E-01,4.04000E-04,4.50000E+00,5.00000E+00,2.68793E-05
PGA,1.22304E-01,4.04000E-04,4.50000E+00,1.50000E+01,3.06607E-05
PGA,1.22304E-01,4.04000E-04,4.50000E+00,2.50000E+01,2.22072E-06
PGA,1.22304E-01,4.04000E-04,4.50000E+00,3.50000E+01,2.81112E-07
PGA,1.22304E-01,4.04000E-04,4.50000E+00,4.50000E+01,7.88515E-08
PGA,1.22304E-01,4.04000E-04,4.50000E+00,5.50000E+01,3.11073E-08
PGA,1.22304E-01,4.04000E-04,4.50000E+00,6.50000E+01,8.73515E-09
PGA,1.22304E-01,4.04000E-04,4.50000E+00,7.50000E+01,3.03848E-09
PGA,1.22304E-01,4.04000E-04,4.50000E+00,8.50000E+01,1.10316E-09
PGA,1.22304E-01,4.04000E-04,4.50000E+00,9.50000E+01,4.21597E-10
PGA,1.22304E-01,4.04000E-04,4.50000E+00,1.05000E+02,1.33065E-10
PGA,1.22304E-01,4.04000E-04,4.50000E+00,1.15000E+02,1.35857E-10
PGA,1.22304E-01,4.04000E-04,4.50000E+00,1.25000E+02,0.00000E+00
PGA,1.22304E-01,4.04000E-04,4.50000E+00,1.35000E+02,0.00000E+00
PGA,1.22304E-01,4.04000E-04,4.50000E+00,1.45000E+02,0.00000E+00
PGA,1.22304E-01,4.04000E-04,4.50000E+00,1.55000E+02,0.00000E+00
PGA,1.22304E-01,4.04000E-04,4.50000E+00,1.65000E+02,0.00000E+00
PGA,1.22304E-01,4.04000E-04,4.50000E+00,1.75000E+02,0.00000E+00
PGA,1.22304E-01,4.04000E-04,4.50000E+00,1.85000E+02,0.00000E+00
PGA,1.22304E-01,4.04000E-04,4.50000E+00,1.95000E+02,0.00000E+00
PGA,1.22304E-01,4.04000E-04,4.50000E+00,2.05000E+02,0.00000E+00
PGA,1.22304E-01,4.04000E-04,4.50000E+00,2.15000E+02,0.00000E+00
PGA,1.22304E-01,4.04000E-04,4.50000E+00,2.25000E+02,0.00000E+00
PGA,1.22304E-01,4.04000E-04,4.50000E+00,2.35000E+02,0.00000E+00
PGA,1.22304E-01,4.04000E-04,4.50000E+00,2.45000E+02,0.00000E+00
PGA,1.22304E-01,4.04000E-04,4.50000E+00,2.55000E+02,0.00000E+00
PGA,1.22304E-01,4.04000E-04,4.50000E+00,2.65000E+02,0.00000E+00
PGA,1.22304E-01,4.04000E-04,4.50000E+00,2.75000E+02,0.00000E+00
PGA,1.22304E-01,4.04000E-04,4.50000E+00,2.85000E+02,0.00000E+00
PGA,1.22304E-01,4.04000E-04,4.50000E+00,2.95000E+02,0.00000E+00
PGA,1.22304E-01,4.04000E-04,4.50000E+00,3.05000E+02,0.00000E+00
PGA,1.22304E-01,4.04000E-04,4.50000E+00,3.15000E+02,0.00000E+00
PGA,1.22304E-01,4.04000E-04,4.50000E+00,3.25000E+02,0.00000E+00
PGA,1.22304E-01,4.04000E-04,4.50000E+00,3.35000E+02,0.00000E+00
PGA,1.22304E-01,4.04000E-04,4.50000E+00,3.45000E+02,0.00000E+00
PGA,1.22304E-01,4.04000E-04,4.50000E+00,3.55000E+02,0.00000E+00
PGA,1.22304E-01,4.04000E-04,4.50000E+00,3.65000E+02,0.00000E+00
PGA,1.22304E-01,4.04000E-04,4.50000E+00,3.75000E+02,0.00000E+00
PGA,1.22304E-01,4.04000E-04,4.50000E+00,3.85000E+02,0.00000E+00
PGA,1.22304E-01,4.04000E-04,4.50000E+00,3.95000E+02,0.00000E+00
PGA,1.22304E-01,4.04000E-04,5.50000E+00,5.00000E+00,2.37798E-05
PGA,1.22304E-01,4.04000E-04,5.50000E+00,1.50000E+01,9.19443E-05
PGA,1.22304E-01,4.04000E-04,5.50000E+00,2.50000E+01,3.25953E-05
PGA,1.22304E-01,4.04000E-04,5.50000E+00,3.50000E+01,1.33007E-05
PGA,1.22304E-01,4.04000E-04,5.50000E+00,4.50000E+01,7.45574E-06
PGA,1.22304E-01,4.04000E-04,5.50000E+00,5.50000E+01,4.83761E-06
PGA,1.22304E-01,4.04000E-04,5.50000E+00,6.50000E+01,2.79119E-06
PGA,1.22304E-01,4.04000E-04,5.50000E+00,7.50000E+01,1.70258E-06
PGA,1.22304E-01,4.04000E-04,5.50000E+00,8.50000E+01,1.06694E-06
PGA,1.22304E-01,4.04000E-04,5.50000E+00,9.50000E+01,6.83437E-07
PGA,1.22304E-01,4.04000E-04,5.50000E+00,1.05000E+02,3.99329E-07
PGA,1.22304E-01,4.04000E-04,5.50000E+00,1.15000E+02,7.41177E-07
PGA,1.22304E-01,4.04000E-04,5.50000E+00,1.25000E+02,6.83524E-08
PGA,1.22304E-01,4.04000E-04,5.50000E+00,1.35000E+02,2.57715E-07
PGA,1.22304E-01,4.04000E-04,5.50000E+00,1.45000E+02,1.34077E-07
PGA,1.22304E-01,4.04000E-04,5.50000E+00,1.55000E+02,2.28657E-07
PGA,1.22304E-01,4.04000E-04,5.50000E+00,1.65000E+02,1.82914E-08
PGA,1.22304E-01,4.04000E-04,5.50000E+00,1.75000E+02,4.82636E-08
PGA,1.22304E-01,4.04000E-04,5.50000E+00,1.85000E+02,1.39109E-07
PGA,1.22304E-01,4.04000E-04,5.50000E+00,1.95000E+02,5.72676E-08
PGA,1.22304E-01,4.04000E-04,5.50000E+00,2.05000E+02,5.73895E-08
PGA,1.22304E-01,4.04000E-04,5.50000E+00,2.15000E+02,5.81587E-08
PGA,1.22304E-01,4.04000E-04,5.50000E+00,2.25000E+02,2.70777E-08
PGA,1.22304E-01,4.04000E-04,5.50000E+00,2.35000E+02,3.55411E-08
PGA,1.22304E-01,4.04000E-04,5.50000E+00,2.45000E+02,3.72851E-08
PGA,1.22304E-01,4.04000E-04,5.50000E+00,2.55000E+02,3.93331E-08
PGA,1.22304E-01,4.04000E-04,5.50000E+00,2.65000E+02,9.72317E-09
PGA,1.22304E-01,4.04000E-04,5.50000E+00,2.75000E+02,2.20699E-08
PGA,1.22304E-01,4.04000E-04,5.50000E+00,2.85000E+02,2.72201E-08
PGA,1.22304E-01,4.04000E-04,5.50000E+00,2.95000E+02,1.13934E-08
PGA,1.22304E-01,4.04000E-04,5.50000E+00,3.05000E+02,1.15923E-08
PGA,1.22304E-01,4.04000E-04,5.50000E+00,3.15000E+02,8.59075E-09
PGA,1.22304E-01,4.04000E-04,5.50000E+00,3.25000E+02,1.85964E-08
PGA,1.22304E-01,4.04000E-04,5.50000E+00,3.35000E+02,4.95264E-09
PGA,1.22304E-01,4.04000E-04,5.50000E+00,3.45000E+02,1.21559E-08
PGA,1.22304E-01,4.04000E-04,5.50000E+00,3.55000E+02,6.83754E-09
PGA,1.22304E-01,4.04000E-04,5.50000E+00,3.65000E+02,7.40137E-09
PGA,1.22304E-01,4.04000E-04,5.50000E+00,3.75000E+02,4.46381E-09
PGA,1.22304E-01,4.04000E-04,5.50000E+00,3.85000E+02,5.96636E-09
PGA,1.22304E-01,4.04000E-04,5.50000E+00,3.95000E+02,2.21956E-09
PGA,1.22304E-01,4.04000E-04,6.50000E+00,5.00000E+00,1.27139E-05
PGA,1.22304E-01,4.04000E-04,6.50000E+00,1.50000E+01,3.20012E-05
PGA,1.22304E-01,4.04000E-04,6.50000E+00,2.50000E+01,1.65415E-05
PGA,1.22304E-01,4.04000E-04,6.50000E+00,3.50000E+01,9.47013E-06
PGA,1.22304E-01,4.04000E-04,6.50000E+00,4.50000E+01,6.55185E-06
PGA,1.22304E-01,4.04000E-04,6.50000E+00,5.50000E+01,4.73535E-06
PGA,1.22304E-01,4.04000E-04,6.50000E+00,6.50000E+01,7.70628E-06
PGA,1.22304E-01,4.04000E-04,6.50000E+00,7.50000E+01,3.34104E-06
PGA,1.22304E-01,4.04000E-04,6.50000E+00,8.50000E+01,2.10207E-06
PGA,1.22304E-01,4.04000E-04,6.50000E+00,9.50000E+01,1.56610E-06
PGA,1.22304E-01,4.04000E-04,6.50000E+00,1.05000E+02,9.66183E-07
PGA,1.22304E-01,4.04000E-04,6.50000E+00,1.15000E+02,2.24857E-06
PGA,1.22304E-01,4.04000E-04,6.50000E+00,1.25000E+02,5.79926E-07
PGA,1.22304E-01,4.04000E-04,6.50000E+00,1.35000E+02,8.01003E-07
PGA,1.22304E-01,4.04000E-04,6.50000E+00,1.45000E+02,5.39493E-07
PGA,1.22304E-01,4.04000E-04,6.50000E+00,1.55000E+02,8.27182E-07
PGA,1.22304E-01,4.04000E-04,6.50000E+00,1.65000E+02,9.94573E-08
PGA,1.22304E-01,4.04000E-04,6.50000E+00,1.75000E+02,4.74910E-07
