#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"generated_by='OpenQuake engine 3.25.0-git8d6ee50a21', start_date='2026-02-24T08:47:19', checksum=154019166, kind='quantile-0.5', investigation_time=1.0"
lon,lat,PGA-0.002105,PGA-0.000404,SA(0.05)-0.002105,SA(0.05)-0.000404,SA(0.1)-0.002105,SA(0.1)-0.000404,SA(0.15)-0.002105,SA(0.15)-0.000404,SA(0.2)-0.002105,SA(0.2)-0.000404,SA(0.25)-0.002105,SA(0.25)-0.000404,SA(0.3)-0.002105,SA(0.3)-0.000404,SA(0.35)-0.002105,SA(0.35)-0.000404,SA(0.4)-0.002105,SA(0.4)-0.000404,SA(0.5)-0.002105,SA(0.5)-0.000404,SA(0.6)-0.002105,SA(0.6)-0.000404,SA(0.75)-0.002105,SA(0.75)-0.000404,SA(1.0)-0.002105,SA(1.0)-0.000404,SA(2.0)-0.002105,SA(2.0)-0.000404,SA(3.0)-0.002105,SA(3.0)-0.000404,SA(4.0)-0.002105,SA(4.0)-0.000404
-9.71787,38.60000,1.593139E-01,3.033849E-01,2.360450E-01,4.772827E-01,3.627719E-01,7.200742E-01,3.679403E-01,7.179325E-01,3.269539E-01,6.298386E-01,3.137693E-01,5.897833E-01,2.950262E-01,5.418450E-01,2.820551E-01,5.157766E-01,2.719317E-01,4.874387E-01,2.260168E-01,4.079798E-01,2.039374E-01,3.765333E-01,1.538564E-01,2.892435E-01,1.497450E-01,3.017757E-01,1.015168E-01,2.361213E-01,1.368873E-01,3.415351E-01,1.012546E-01,2.600751E-01
-9.71787,38.70000,1.547210E-01,2.944183E-01,2.283878E-01,4.576469E-01,3.511452E-01,6.924289E-01,3.574661E-01,6.897074E-01,3.188179E-01,6.091841E-01,3.063737E-01,5.728757E-01,2.886131E-01,5.286760E-01,2.761951E-01,5.068601E-01,2.664215E-01,4.807219E-01,2.215916E-01,4.037832E-01,1.996896E-01,3.737391E-01,1.507010E-01,2.864273E-01,1.477329E-01,2.989648E-01,1.002746E-01,2.347487E-01,1.361621E-01,3.434198E-01,1.001137E-01,2.603263E-01
-9.71787,38.80000,1.527249E-01,2.916786E-01,2.255552E-01,4.549780E-01,3.463191E-01,6.846443E-01,3.521424E-01,6.806149E-01,3.143147E-01,6.021571E-01,3.022889E-01,5.665231E-01,2.854315E-01,5.238715E-01,2.743908E-01,5.072652E-01,2.642533E-01,4.820638E-01,2.203359E-01,4.048375E-01,1.977508E-01,3.740217E-01,1.493386E-01,2.858510E-01,1.472755E-01,2.995152E-01,1.009834E-01,2.371597E-01,1.395784E-01,3.527088E-01,1.019543E-01,2.657459E-01
-9.71787,38.90000,1.520477E-01,2.912613E-01,2.250996E-01,4.542032E-01,3.446048E-01,6.834484E-01,3.493722E-01,6.776845E-01,3.117463E-01,5.997835E-01,2.999518E-01,5.641624E-01,2.839003E-01,5.226442E-01,2.727116E-01,5.011650E-01,2.637455E-01,4.751476E-01,2.193490E-01,3.979105E-01,1.971510E-01,3.669097E-01,1.481960E-01,2.797064E-01,1.446262E-01,2.939653E-01,9.796887E-02,2.329704E-01,1.356626E-01,3.496822E-01,9.847749E-02,2.623748E-01
-9.71787,39.00000,1.473228E-01,2.874571E-01,2.182341E-01,4.528452E-01,3.349151E-01,6.787308E-01,3.452555E-01,6.727725E-01,3.079237E-01,5.967067E-01,2.954402E-01,5.588938E-01,2.783889E-01,5.152018E-01,2.634488E-01,4.901454E-01,2.509911E-01,4.639215E-01,2.087617E-01,3.866322E-01,1.864986E-01,3.538683E-01,1.411798E-01,2.709290E-01,1.348853E-01,2.748637E-01,8.820140E-02,2.100707E-01,1.177689E-01,3.102475E-01,8.461467E-02,2.326402E-01
-9.61787,38.50000,1.580117E-01,2.978482E-01,2.322527E-01,4.607004E-01,3.574842E-01,6.970170E-01,3.652063E-01,6.981841E-01,3.264060E-01,6.169664E-01,3.139166E-01,5.813000E-01,2.951411E-01,5.359704E-01,2.821908E-01,5.143430E-01,2.719033E-01,4.867770E-01,2.260848E-01,4.096749E-01,2.042759E-01,3.801796E-01,1.546023E-01,2.925003E-01,1.514084E-01,3.043388E-01,1.026484E-01,2.374059E-01,1.375989E-01,3.407432E-01,1.022122E-01,2.602434E-01
-9.61787,38.60000,1.565879E-01,2.906241E-01,2.281042E-01,4.448775E-01,3.464568E-01,6.700402E-01,3.550445E-01,6.712102E-01,3.228561E-01,6.008364E-01,3.095324E-01,5.699154E-01,2.915248E-01,5.318260E-01,2.798121E-01,5.161473E-01,2.683621E-01,4.883941E-01,2.232106E-01,4.106158E-01,2.008542E-01,3.795435E-01,1.520406E-01,2.916018E-01,1.498112E-01,3.026910E-01,1.019424E-01,2.367716E-01,1.377073E-01,3.438315E-01,1.016908E-01,2.614058E-01
-9.61787,38.70000,1.553474E-01,2.871583E-01,2.268525E-01,4.365681E-01,3.440148E-01,6.542423E-01,3.527265E-01,6.561845E-01,3.214546E-01,5.945836E-01,3.071169E-01,5.659844E-01,2.893288E-01,5.295816E-01,2.779265E-01,5.135817E-01,2.666816E-01,4.859244E-01,2.220923E-01,4.080766E-01,1.990896E-01,3.763364E-01,1.508608E-01,2.886477E-01,1.482991E-01,2.996226E-01,1.006860E-01,2.353768E-01,1.369389E-01,3.456249E-01,1.005238E-01,2.616007E-01
-9.61787,38.80000,1.528697E-01,2.842323E-01,2.239619E-01,4.330408E-01,3.395257E-01,6.470595E-01,3.480151E-01,6.482621E-01,3.170102E-01,5.902652E-01,3.025230E-01,5.608497E-01,2.852718E-01,5.245442E-01,2.741325E-01,5.081940E-01,2.629120E-01,4.805803E-01,2.193866E-01,4.028829E-01,1.967226E-01,3.707823E-01,1.486627E-01,2.837133E-01,1.454547E-01,2.944002E-01,9.779831E-02,2.311686E-01,1.330452E-01,3.423970E-01,9.706907E-02,2.581277E-01
-9.61787,38.90000,1.475917E-01,2.789077E-01,2.160093E-01,4.275839E-01,3.280345E-01,6.385613E-01,3.370965E-01,6.384722E-01,3.062850E-01,5.763219E-01,2.940163E-01,5.466632E-01,2.784146E-01,5.116126E-01,2.679337E-01,4.957544E-01,2.581893E-01,4.695178E-01,2.151565E-01,3.926519E-01,1.928229E-01,3.612332E-01,1.454238E-01,2.755475E-01,1.412539E-01,2.865930E-01,9.354885E-02,2.246301E-01,1.266771E-01,3.349985E-01,9.184154E-02,2.516323E-01
