lon,lat,PGA-0.002105,PGA-0.000404,SA(1.0)-0.002105,SA(1.0)-0.000404
-8.318,42.100,0.049,0.111,0.032,0.075
-8.318,42.200,0.048,0.109,0.032,0.073
-8.218,36.900,0.172,0.344,0.119,0.227
-8.218,37.000,0.167,0.352,0.114,0.212
-8.218,37.100,0.159,0.367,0.108,0.201
-8.218,37.200,0.151,0.331,0.103,0.190
-8.218,37.300,0.141,0.286,0.097,0.179
-8.218,37.400,0.131,0.258,0.091,0.169
-8.218,37.500,0.122,0.240,0.086,0.160
-8.218,37.600,0.115,0.225,0.081,0.151
-8.218,37.700,0.109,0.213,0.077,0.144
-8.218,37.800,0.104,0.203,0.074,0.137
-8.218,37.900,0.100,0.196,0.071,0.132
-8.218,38.000,0.099,0.193,0.070,0.131
-8.218,38.100,0.098,0.194,0.069,0.131
-8.218,38.200,0.099,0.197,0.070,0.133
-8.218,38.300,0.101,0.202,0.070,0.137
-8.218,38.400,0.102,0.205,0.071,0.139
-8.218,38.500,0.104,0.209,0.072,0.142
-8.218,38.600,0.105,0.213,0.073,0.145
-8.218,38.700,0.106,0.217,0.074,0.149
-8.218,38.800,0.107,0.222,0.075,0.152
-8.218,38.900,0.108,0.226,0.076,0.155
-8.218,39.000,0.108,0.229,0.075,0.158
-8.218,39.100,0.107,0.234,0.075,0.161
-8.218,39.200,0.105,0.238,0.074,0.164
-8.218,39.300,0.104,0.241,0.072,0.167
-8.218,39.400,0.101,0.240,0.070,0.166
-8.218,39.500,0.096,0.229,0.068,0.158
-8.218,39.600,0.092,0.217,0.065,0.149
-8.218,39.700,0.088,0.207,0.062,0.142
-8.218,39.800,0.085,0.201,0.060,0.138
-8.218,39.900,0.082,0.199,0.058,0.136
-8.218,40.000,0.079,0.199,0.056,0.137
-8.218,40.100,0.076,0.201,0.054,0.139
-8.218,40.200,0.074,0.204,0.052,0.141
-8.218,40.300,0.072,0.204,0.050,0.141
-8.218,40.400,0.069,0.205,0.048,0.142
-8.218,40.500,0.067,0.204,0.047,0.142
-8.218,40.600,0.065,0.202,0.045,0.141
-8.218,40.700,0.064,0.198,0.044,0.137
-8.218,40.800,0.062,0.190,0.042,0.132
-8.218,40.900,0.060,0.181,0.041,0.126
-8.218,41.000,0.058,0.172,0.040,0.119
-8.218,41.100,0.057,0.164,0.039,0.113
-8.218,41.200,0.056,0.155,0.038,0.107
-8.218,41.300,0.054,0.147,0.037,0.101
-8.218,41.400,0.053,0.140,0.036,0.096
-8.218,41.500,0.052,0.133,0.035,0.091
-8.218,41.600,0.052,0.128,0.035,0.087
-8.218,41.700,0.051,0.124,0.034,0.084
-8.218,41.800,0.050,0.121,0.034,0.082
-8.218,41.900,0.050,0.118,0.033,0.079
-8.218,42.000,0.049,0.115,0.033,0.077
-8.218,42.100,0.049,0.112,0.032,0.075
-8.218,42.200,0.048,0.110,0.032,0.074
-8.118,36.900,0.174,0.349,0.120,0.229
-8.118,37.000,0.168,0.354,0.114,0.214
-8.118,37.100,0.159,0.358,0.108,0.201
-8.118,37.200,0.151,0.319,0.102,0.189
-8.118,37.300,0.140,0.278,0.096,0.178
-8.118,37.400,0.130,0.255,0.090,0.169
-8.118,37.500,0.121,0.238,0.085,0.159
-8.118,37.600,0.115,0.224,0.081,0.150
-8.118,37.700,0.108,0.212,0.076,0.142
-8.118,37.800,0.103,0.201,0.073,0.135
-8.118,37.900,0.098,0.192,0.070,0.129
-8.118,38.000,0.096,0.189,0.068,0.127
-8.118,38.100,0.095,0.188,0.067,0.127
-8.118,38.200,0.095,0.190,0.067,0.128
-8.118,38.300,0.096,0.191,0.067,0.129
-8.118,38.400,0.097,0.194,0.068,0.132
-8.118,38.500,0.098,0.197,0.068,0.134
-8.118,38.600,0.098,0.199,0.069,0.136
-8.118,38.700,0.099,0.202,0.070,0.138
-8.118,38.800,0.100,0.204,0.070,0.140
-8.118,38.900,0.100,0.207,0.070,0.142
-8.118,39.000,0.100,0.209,0.070,0.144
-8.118,39.100,0.099,0.212,0.070,0.146
-8.118,39.200,0.098,0.215,0.069,0.148
-8.118,39.300,0.096,0.217,0.068,0.149
-8.118,39.400,0.094,0.215,0.066,0.148
-8.118,39.500,0.091,0.210,0.064,0.144
-8.118,39.600,0.088,0.202,0.062,0.139
-8.118,39.700,0.085,0.196,0.060,0.134
-8.118,39.800,0.083,0.193,0.058,0.132
-8.118,39.900,0.080,0.191,0.056,0.131
-8.118,40.000,0.077,0.192,0.054,0.132
-8.118,40.100,0.075,0.194,0.052,0.133
-8.118,40.200,0.072,0.197,0.051,0.136
-8.118,40.300,0.070,0.198,0.049,0.137
-8.118,40.400,0.068,0.200,0.048,0.138
-8.118,40.500,0.066,0.200,0.046,0.139
-8.118,40.600,0.064,0.199,0.045,0.139
-8.118,40.700,0.063,0.196,0.043,0.137
-8.118,40.800,0.061,0.190,0.042,0.132
-8.118,40.900,0.059,0.183,0.041,0.127
-8.118,41.000,0.058,0.174,0.039,0.121
-8.118,41.100,0.056,0.166,0.038,0.115
-8.118,41.200,0.055,0.158,0.037,0.109
-8.118,41.300,0.054,0.150,0.037,0.103
-8.118,41.400,0.053,0.143,0.036,0.098
-8.118,41.500,0.052,0.136,0.035,0.093
-8.118,41.600,0.051,0.130,0.034,0.089
-8.118,41.700,0.051,0.126,0.034,0.085
-8.118,41.800,0.050,0.122,0.034,0.083
-8.118,41.900,0.050,0.119,0.033,0.080
-8.118,42.000,0.049,0.116,0.033,0.078
-8.118,42.100,0.049,0.114,0.032,0.076
-8.118,42.200,0.048,0.111,0.032,0.074
-8.018,36.900,0.174,0.351,0.120,0.230
-8.018,37.000,0.167,0.353,0.115,0.215
-8.018,37.100,0.159,0.348,0.108,0.202
-8.018,37.200,0.150,0.314,0.102,0.190
-8.018,37.300,0.139,0.275,0.095,0.179
-8.018,37.400,0.130,0.254,0.090,0.169
-8.018,37.500,0.121,0.236,0.084,0.158
-8.018,37.600,0.113,0.222,0.080,0.149
-8.018,37.700,0.107,0.210,0.075,0.141
-8.018,37.800,0.101,0.199,0.071,0.134
-8.018,37.900,0.097,0.190,0.068,0.127
-8.018,38.000,0.094,0.186,0.066,0.125
-8.018,38.100,0.093,0.184,0.065,0.124
-8.018,38.200,0.092,0.183,0.065,0.124
-8.018,38.300,0.092,0.184,0.064,0.124
-8.018,38.400,0.092,0.186,0.065,0.126
-8.018,38.500,0.093,0.187,0.065,0.127
-8.018,38.600,0.093,0.188,0.065,0.128
-8.018,38.700,0.094,0.190,0.066,0.129
-8.018,38.800,0.094,0.191,0.066,0.131
-8.018,38.900,0.094,0.193,0.066,0.132
-8.018,39.000,0.094,0.195,0.066,0.133
-8.018,39.100,0.093,0.197,0.065,0.135
-8.018,39.200,0.092,0.198,0.065,0.136
-8.018,39.300,0.091,0.199,0.064,0.137
-8.018,39.400,0.089,0.198,0.062,0.136
-8.018,39.500,0.086,0.195,0.061,0.133
-8.018,39.600,0.084,0.190,0.059,0.130
-8.018,39.700,0.082,0.187,0.058,0.128
-8.018,39.800,0.080,0.184,0.056,0.126
-8.018,39.900,0.077,0.184,0.055,0.125
-8.018,40.000,0.075,0.185,0.053,0.126
-8.018,40.100,0.073,0.187,0.051,0.128
-8.018,40.200,0.071,0.189,0.050,0.130
-8.018,40.300,0.069,0.192,0.048,0.132
-8.018,40.400,0.067,0.193,0.047,0.133
-8.018,40.500,0.065,0.193,0.045,0.134
-8.018,40.600,0.063,0.194,0.044,0.135
-8.018,40.700,0.062,0.193,0.043,0.134
-8.018,40.800,0.060,0.189,0.041,0.131
-8.018,40.900,0.058,0.183,0.040,0.127
-8.018,41.000,0.057,0.176,0.039,0.122
-8.018,41.100,0.056,0.169,0.038,0.117
-8.018,41.200,0.054,0.161,0.037,0.111
-8.018,41.300,0.053,0.154,0.036,0.105
-8.018,41.400,0.052,0.146,0.036,0.100
-8.018,41.500,0.052,0.139,0.035,0.095
-8.018,41.600,0.051,0.133,0.034,0.090
-8.018,41.700,0.050,0.128,0.034,0.087
-8.018,41.800,0.050,0.124,0.033,0.084
-8.018,41.900,0.050,0.120,0.033,0.081
-8.018,42.000,0.049,0.117,0.033,0.079
-8.018,42.100,0.049,0.114,0.032,0.077
-8.018,42.200,0.048,0.112,0.032,0.075
-7.918,36.900,0.174,0.351,0.120,0.231
-7.918,37.000,0.167,0.348,0.115,0.216
-7.918,37.100,0.158,0.343,0.108,0.203
-7.918,37.200,0.149,0.312,0.102,0.191
-7.918,37.300,0.139,0.276,0.095,0.179
-7.918,37.400,0.129,0.253,0.089,0.168
-7.918,37.500,0.119,0.235,0.083,0.157
-7.918,37.600,0.112,0.220,0.078,0.147
-7.918,37.700,0.105,0.208,0.074,0.139
-7.918,37.800,0.100,0.197,0.070,0.131
-7.918,37.900,0.094,0.187,0.067,0.125
-7.918,38.000,0.091,0.181,0.064,0.121
-7.918,38.100,0.089,0.178,0.063,0.119
-7.918,38.200,0.089,0.178,0.063,0.120
-7.918,38.300,0.089,0.178,0.062,0.120
-7.918,38.400,0.088,0.178,0.062,0.120
-7.918,38.500,0.089,0.179,0.062,0.121
-7.918,38.600,0.089,0.180,0.062,0.122
-7.918,38.700,0.089,0.180,0.062,0.123
-7.918,38.800,0.088,0.180,0.062,0.123
-7.918,38.900,0.089,0.182,0.062,0.124
-7.918,39.000,0.089,0.183,0.062,0.125
-7.918,39.100,0.088,0.185,0.062,0.126
-7.918,39.200,0.087,0.185,0.061,0.127
-7.918,39.300,0.086,0.185,0.060,0.126
-7.918,39.400,0.084,0.185,0.059,0.126
-7.918,39.500,0.083,0.183,0.058,0.125
-7.918,39.600,0.081,0.180,0.057,0.123
-7.918,39.700,0.079,0.178,0.056,0.121
-7.918,39.800,0.077,0.177,0.054,0.120
-7.918,39.900,0.075,0.177,0.053,0.120
-7.918,40.000,0.073,0.178,0.051,0.121
-7.918,40.100,0.071,0.180,0.050,0.123
-7.918,40.200,0.069,0.183,0.048,0.125
-7.918,40.300,0.067,0.185,0.047,0.127
-7.918,40.400,0.066,0.186,0.046,0.129
-7.918,40.500,0.064,0.187,0.045,0.129
-7.918,40.600,0.062,0.188,0.043,0.130
-7.918,40.700,0.061,0.188,0.042,0.130
-7.918,40.800,0.059,0.186,0.041,0.128
-7.918,40.900,0.057,0.182,0.040,0.126
-7.918,41.000,0.056,0.177,0.038,0.122
-7.918,41.100,0.055,0.171,0.037,0.118
-7.918,41.200,0.054,0.164,0.037,0.113
-7.918,41.300,0.053,0.157,0.036,0.107
-7.918,41.400,0.052,0.149,0.035,0.102
-7.918,41.500,0.051,0.142,0.034,0.097
-7.918,41.600,0.050,0.135,0.034,0.092
-7.918,41.700,0.050,0.130,0.033,0.088
-7.918,41.800,0.050,0.125,0.033,0.085
-7.918,41.900,0.049,0.121,0.033,0.082
-7.918,42.000,0.049,0.118,0.032,0.079
-7.918,42.100,0.048,0.115,0.032,0.077
-7.918,42.200,0.048,0.112,0.032,0.075
-7.818,36.900,0.174,0.352,0.121,0.233
-7.818,37.000,0.166,0.343,0.115,0.218
-7.818,37.100,0.157,0.332,0.108,0.204
-7.818,37.200,0.148,0.305,0.101,0.191
-7.818,37.300,0.137,0.274,0.094,0.179
-7.818,37.400,0.127,0.251,0.088,0.167
-7.818,37.500,0.118,0.233,0.082,0.155
-7.818,37.600,0.110,0.217,0.077,0.145
-7.818,37.700,0.103,0.205,0.073,0.137
-7.818,37.800,0.098,0.193,0.069,0.129
-7.818,37.900,0.092,0.183,0.065,0.122
-7.818,38.000,0.089,0.177,0.063,0.118
-7.818,38.100,0.087,0.173,0.061,0.115
-7.818,38.200,0.086,0.171,0.060,0.114
-7.818,38.300,0.085,0.170,0.059,0.114
-7.818,38.400,0.084,0.170,0.059,0.114
-7.818,38.500,0.084,0.170,0.059,0.114
-7.818,38.600,0.084,0.170,0.059,0.115
-7.818,38.700,0.084,0.171,0.059,0.116
-7.818,38.800,0.084,0.171,0.059,0.116
-7.818,38.900,0.084,0.172,0.059,0.117
-7.818,39.000,0.084,0.173,0.059,0.118
-7.818,39.100,0.083,0.174,0.059,0.118
-7.818,39.200,0.082,0.174,0.058,0.119
-7.818,39.300,0.081,0.174,0.057,0.119
-7.818,39.400,0.080,0.174,0.057,0.119
-7.818,39.500,0.079,0.173,0.056,0.118
-7.818,39.600,0.077,0.171,0.055,0.116
-7.818,39.700,0.076,0.170,0.053,0.115
-7.818,39.800,0.074,0.170,0.052,0.115
-7.818,39.900,0.073,0.170,0.051,0.116
-7.818,40.000,0.071,0.171,0.050,0.117
-7.818,40.100,0.069,0.173,0.048,0.118
-7.818,40.200,0.067,0.176,0.047,0.120
-7.818,40.300,0.066,0.179,0.046,0.122
-7.818,40.400,0.064,0.180,0.045,0.124
-7.818,40.500,0.063,0.181,0.044,0.125
-7.818,40.600,0.061,0.182,0.042,0.126
-7.818,40.700,0.060,0.182,0.041,0.126
-7.818,40.800,0.058,0.181,0.040,0.125
-7.818,40.900,0.057,0.179,0.039,0.123
-7.818,41.000,0.055,0.175,0.038,0.121
-7.818,41.100,0.054,0.171,0.037,0.117
-7.818,41.200,0.053,0.165,0.036,0.113
-7.818,41.300,0.052,0.159,0.035,0.109
-7.818,41.400,0.051,0.152,0.035,0.103
-7.818,41.500,0.050,0.144,0.034,0.098
-7.818,41.600,0.050,0.137,0.034,0.093
-7.818,41.700,0.049,0.131,0.033,0.089
-7.818,41.800,0.049,0.126,0.033,0.085
-7.818,41.900,0.049,0.122,0.032,0.082
-7.818,42.000,0.048,0.118,0.032,0.080
-7.818,42.100,0.048,0.115,0.032,0.077
-7.818,42.200,0.048,0.113,0.031,0.075
-7.718,36.900,0.174,0.352,0.121,0.234
-7.718,37.000,0.165,0.338,0.114,0.218
-7.718,37.100,0.155,0.322,0.107,0.204
-7.718,37.200,0.146,0.300,0.100,0.191
-7.718,37.300,0.136,0.272,0.093,0.178
-7.718,37.400,0.126,0.249,0.087,0.166
-7.718,37.500,0.116,0.229,0.081,0.152
-7.718,37.600,0.108,0.212,0.076,0.142
-7.718,37.700,0.101,0.200,0.071,0.133
-7.718,37.800,0.095,0.189,0.067,0.126
-7.718,37.900,0.090,0.178,0.064,0.119
-7.718,38.000,0.087,0.173,0.061,0.115
-7.718,38.100,0.084,0.168,0.059,0.112
-7.718,38.200,0.083,0.165,0.058,0.110
-7.718,38.300,0.082,0.164,0.057,0.109
-7.718,38.400,0.081,0.163,0.057,0.109
-7.718,38.500,0.081,0.162,0.057,0.109
-7.718,38.600,0.080,0.162,0.056,0.109
-7.718,38.700,0.080,0.162,0.056,0.109
-7.718,38.800,0.080,0.162,0.056,0.109
-7.718,38.900,0.080,0.163,0.056,0.110
-7.718,39.000,0.079,0.163,0.056,0.110
-7.718,39.100,0.079,0.164,0.056,0.111
-7.718,39.200,0.078,0.164,0.055,0.111
-7.718,39.300,0.078,0.165,0.055,0.112
-7.718,39.400,0.076,0.165,0.054,0.111
-7.718,39.500,0.075,0.164,0.053,0.111
-7.718,39.600,0.074,0.163,0.052,0.110
-7.718,39.700,0.073,0.162,0.051,0.110
-7.718,39.800,0.071,0.163,0.050,0.110
-7.718,39.900,0.070,0.163,0.049,0.110
-7.718,40.000,0.068,0.164,0.048,0.111
-7.718,40.100,0.067,0.166,0.047,0.113
-7.718,40.200,0.066,0.169,0.046,0.115
-7.718,40.300,0.064,0.172,0.045,0.117
-7.718,40.400,0.063,0.174,0.044,0.119
-7.718,40.500,0.061,0.176,0.043,0.121
-7.718,40.600,0.060,0.177,0.041,0.122
-7.718,40.700,0.058,0.177,0.040,0.122
-7.718,40.800,0.057,0.177,0.039,0.122
-7.718,40.900,0.055,0.175,0.038,0.121
-7.718,41.000,0.054,0.172,0.037,0.119
-7.718,41.100,0.053,0.169,0.036,0.117
-7.718,41.200,0.052,0.166,0.036,0.114
-7.718,41.300,0.051,0.160,0.035,0.109
-7.718,41.400,0.050,0.153,0.034,0.104
-7.718,41.500,0.050,0.146,0.034,0.099
-7.718,41.600,0.049,0.139,0.033,0.094
-7.718,41.700,0.049,0.132,0.033,0.090
-7.718,41.800,0.048,0.126,0.032,0.085
-7.718,41.900,0.048,0.122,0.032,0.082
-7.718,42.000,0.047,0.118,0.032,0.079
-7.718,42.100,0.047,0.115,0.031,0.077
-7.718,42.200,0.047,0.112,0.031,0.075
-7.618,36.900,0.173,0.352,0.120,0.235
-7.618,37.000,0.163,0.333,0.113,0.218
-7.618,37.100,0.154,0.317,0.106,0.204
-7.618,37.200,0.144,0.298,0.100,0.192
-7.618,37.300,0.134,0.270,0.093,0.177
-7.618,37.400,0.124,0.247,0.086,0.164
-7.618,37.500,0.114,0.225,0.080,0.150
-7.618,37.600,0.105,0.208,0.074,0.139
-7.618,37.700,0.099,0.196,0.069,0.131
-7.618,37.800,0.093,0.184,0.065,0.123
-7.618,37.900,0.088,0.175,0.062,0.117
-7.618,38.000,0.084,0.168,0.060,0.112
-7.618,38.100,0.082,0.163,0.058,0.109
-7.618,38.200,0.080,0.160,0.056,0.107
-7.618,38.300,0.079,0.158,0.056,0.105
-7.618,38.400,0.078,0.157,0.055,0.105
-7.618,38.500,0.077,0.156,0.054,0.104
-7.618,38.600,0.077,0.155,0.054,0.104
-7.618,38.700,0.077,0.155,0.054,0.104
-7.618,38.800,0.076,0.154,0.054,0.104
-7.618,38.900,0.076,0.155,0.053,0.105
-7.618,39.000,0.076,0.155,0.053,0.105
-7.618,39.100,0.075,0.156,0.053,0.105
-7.618,39.200,0.075,0.156,0.053,0.105
-7.618,39.300,0.074,0.156,0.052,0.106
-7.618,39.400,0.073,0.156,0.052,0.106
-7.618,39.500,0.072,0.156,0.051,0.105
-7.618,39.600,0.071,0.155,0.050,0.105
-7.618,39.700,0.070,0.155,0.049,0.105
-7.618,39.800,0.069,0.156,0.049,0.105
-7.618,39.900,0.068,0.156,0.048,0.106
-7.618,40.000,0.066,0.158,0.047,0.107
-7.618,40.100,0.065,0.160,0.046,0.108
-7.618,40.200,0.064,0.163,0.045,0.110
-7.618,40.300,0.063,0.166,0.044,0.112
-7.618,40.400,0.061,0.168,0.043,0.114
-7.618,40.500,0.060,0.170,0.042,0.116
-7.618,40.600,0.058,0.172,0.040,0.118
-7.618,40.700,0.057,0.173,0.039,0.119
-7.618,40.800,0.056,0.173,0.038,0.119
-7.618,40.900,0.054,0.171,0.037,0.118
-7.618,41.000,0.053,0.169,0.037,0.117
-7.618,41.100,0.052,0.167,0.036,0.115
-7.618,41.200,0.051,0.164,0.035,0.113
-7.618,41.300,0.050,0.160,0.034,0.109
-7.618,41.400,0.050,0.154,0.034,0.105
-7.618,41.500,0.049,0.147,0.033,0.100
-7.618,41.600,0.048,0.139,0.033,0.095
-7.618,41.700,0.048,0.132,0.032,0.090
-7.618,41.800,0.047,0.126,0.032,0.085
-7.618,41.900,0.047,0.121,0.031,0.082
-7.618,42.000,0.046,0.117,0.031,0.079
-7.618,42.100,0.046,0.114,0.031,0.076
-7.618,42.200,0.046,0.111,0.031,0.074
-7.518,36.900,0.172,0.351,0.120,0.236
-7.518,37.000,0.162,0.331,0.113,0.220
-7.518,37.100,0.152,0.316,0.106,0.204
-7.518,37.200,0.142,0.296,0.099,0.192
-7.518,37.300,0.132,0.269,0.091,0.176
-7.518,37.400,0.122,0.244,0.085,0.162
-7.518,37.500,0.112,0.221,0.078,0.147
-7.518,37.600,0.103,0.204,0.073,0.136
-7.518,37.700,0.097,0.191,0.068,0.128
-7.518,37.800,0.091,0.180,0.064,0.120
-7.518,37.900,0.086,0.171,0.061,0.114
-7.518,38.000,0.082,0.164,0.058,0.109
-7.518,38.100,0.080,0.159,0.056,0.106
-7.518,38.200,0.078,0.156,0.055,0.104
-7.518,38.300,0.076,0.153,0.054,0.102
-7.518,38.400,0.075,0.152,0.053,0.101
-7.518,38.500,0.075,0.150,0.052,0.101
-7.518,38.600,0.074,0.149,0.052,0.100
-7.518,38.700,0.074,0.149,0.051,0.100
-7.518,38.800,0.073,0.148,0.051,0.100
-7.518,38.900,0.073,0.149,0.051,0.100
-7.518,39.000,0.073,0.149,0.051,0.100
-7.518,39.100,0.072,0.149,0.051,0.100
-7.518,39.200,0.072,0.149,0.050,0.101
-7.518,39.300,0.071,0.149,0.050,0.101
-7.518,39.400,0.070,0.149,0.049,0.101
-7.518,39.500,0.069,0.149,0.049,0.100
-7.518,39.600,0.069,0.149,0.048,0.100
-7.518,39.700,0.068,0.149,0.047,0.100
-7.518,39.800,0.067,0.150,0.047,0.101
-7.518,39.900,0.066,0.150,0.046,0.101
-7.518,40.000,0.064,0.152,0.045,0.102
-7.518,40.100,0.063,0.154,0.044,0.104
-7.518,40.200,0.062,0.156,0.043,0.106
-7.518,40.300,0.061,0.159,0.042,0.108
-7.518,40.400,0.060,0.162,0.041,0.110
-7.518,40.500,0.058,0.164,0.040,0.111
-7.518,40.600,0.057,0.166,0.040,0.114
-7.518,40.700,0.056,0.168,0.039,0.115
-7.518,40.800,0.055,0.168,0.038,0.116
-7.518,40.900,0.053,0.167,0.037,0.115
-7.518,41.000,0.052,0.166,0.036,0.114
-7.518,41.100,0.051,0.164,0.035,0.113
-7.518,41.200,0.050,0.162,0.034,0.111
-7.518,41.300,0.049,0.158,0.034,0.108
-7.518,41.400,0.049,0.153,0.033,0.104
-7.518,41.500,0.048,0.147,0.033,0.100
-7.518,41.600,0.047,0.140,0.032,0.095
-7.518,41.700,0.047,0.133,0.032,0.090
-7.518,41.800,0.046,0.126,0.031,0.085
-7.518,41.900,0.046,0.121,0.031,0.082
-7.518,42.000,0.046,0.117,0.031,0.079
-7.518,42.100,0.045,0.113,0.030,0.076
-7.518,42.200,0.045,0.110,0.030,0.074
-7.418,36.900,0.171,0.350,0.119,0.236
-7.418,37.000,0.161,0.329,0.112,0.220
-7.418,37.100,0.150,0.313,0.105,0.204
-7.418,37.200,0.141,0.293,0.098,0.191
-7.418,37.300,0.130,0.266,0.090,0.174
-7.418,37.400,0.120,0.241,0.084,0.159
-7.418,37.500,0.110,0.217,0.077,0.144
-7.418,37.600,0.101,0.199,0.071,0.133
-7.418,37.700,0.094,0.187,0.066,0.124
-7.418,37.800,0.089,0.176,0.062,0.117
-7.418,37.900,0.084,0.167,0.059,0.110
-7.418,38.000,0.080,0.160,0.057,0.106
-7.418,38.100,0.078,0.155,0.055,0.103
-7.418,38.200,0.076,0.152,0.053,0.101
-7.418,38.300,0.074,0.149,0.052,0.099
-7.418,38.400,0.073,0.147,0.051,0.098
-7.418,38.500,0.072,0.146,0.050,0.097
-7.418,38.600,0.071,0.144,0.050,0.096
-7.418,38.700,0.071,0.143,0.049,0.096
-7.418,38.800,0.070,0.143,0.049,0.096
-7.418,38.900,0.070,0.143,0.049,0.096
-7.418,39.000,0.070,0.143,0.049,0.096
-7.418,39.100,0.069,0.143,0.048,0.096
-7.418,39.200,0.069,0.143,0.048,0.096
-7.418,39.300,0.068,0.143,0.048,0.096
-7.418,39.400,0.068,0.143,0.047,0.096
-7.418,39.500,0.067,0.143,0.047,0.096
-7.418,39.600,0.066,0.143,0.046,0.096
-7.418,39.700,0.065,0.143,0.046,0.096
-7.418,39.800,0.065,0.144,0.045,0.097
-7.418,39.900,0.064,0.145,0.044,0.097
-7.418,40.000,0.063,0.146,0.044,0.098
-7.418,40.100,0.062,0.148,0.043,0.100
-7.418,40.200,0.060,0.150,0.042,0.101
-7.418,40.300,0.059,0.152,0.041,0.103
-7.418,40.400,0.058,0.155,0.040,0.105
-7.418,40.500,0.057,0.157,0.039,0.107
-7.418,40.600,0.056,0.160,0.039,0.109
-7.418,40.700,0.055,0.162,0.038,0.110
-7.418,40.800,0.053,0.163,0.037,0.111
-7.418,40.900,0.052,0.163,0.036,0.111
-7.418,41.000,0.051,0.162,0.035,0.111
-7.418,41.100,0.050,0.161,0.034,0.110
-7.418,41.200,0.050,0.159,0.034,0.109
-7.418,41.300,0.049,0.155,0.033,0.107
-7.418,41.400,0.048,0.151,0.032,0.103
-7.418,41.500,0.047,0.146,0.032,0.099
-7.418,41.600,0.047,0.139,0.031,0.094
-7.418,41.700,0.046,0.132,0.031,0.089
-7.418,41.800,0.046,0.126,0.031,0.085
-7.418,41.900,0.045,0.120,0.030,0.081
-7.418,42.000,0.045,0.116,0.030,0.078
-7.418,42.100,0.045,0.112,0.030,0.076
-7.418,42.200,0.045,0.109,0.030,0.073
-7.318,36.900,0.169,0.347,0.118,0.234
-7.318,37.000,0.159,0.326,0.111,0.219
-7.318,37.100,0.148,0.306,0.103,0.203
-7.318,37.200,0.138,0.287,0.096,0.188
-7.318,37.300,0.128,0.261,0.089,0.172
-7.318,37.400,0.118,0.237,0.082,0.157
-7.318,37.500,0.107,0.212,0.075,0.141
-7.318,37.600,0.099,0.194,0.069,0.129
-7.318,37.700,0.092,0.182,0.065,0.121
-7.318,37.800,0.086,0.171,0.061,0.114
-7.318,37.900,0.081,0.162,0.057,0.107
-7.318,38.000,0.078,0.156,0.055,0.103
-7.318,38.100,0.075,0.150,0.053,0.100
-7.318,38.200,0.073,0.147,0.051,0.097
-7.318,38.300,0.072,0.145,0.050,0.096
-7.318,38.400,0.070,0.142,0.049,0.094
-7.318,38.500,0.069,0.141,0.048,0.094
-7.318,38.600,0.069,0.139,0.048,0.093
-7.318,38.700,0.068,0.138,0.047,0.092
-7.318,38.800,0.068,0.138,0.047,0.092
-7.318,38.900,0.067,0.138,0.047,0.092
-7.318,39.000,0.067,0.138,0.047,0.092
-7.318,39.100,0.066,0.138,0.046,0.092
-7.318,39.200,0.066,0.137,0.046,0.092
-7.318,39.300,0.065,0.137,0.046,0.092
-7.318,39.400,0.065,0.137,0.045,0.092
-7.318,39.500,0.064,0.137,0.045,0.092
-7.318,39.600,0.064,0.137,0.044,0.092
-7.318,39.700,0.063,0.138,0.044,0.093
-7.318,39.800,0.062,0.138,0.043,0.093
-7.318,39.900,0.062,0.139,0.043,0.094
-7.318,40.000,0.061,0.140,0.042,0.094
-7.318,40.100,0.060,0.142,0.041,0.096
-7.318,40.200,0.059,0.144,0.041,0.097
-7.318,40.300,0.058,0.146,0.040,0.098
-7.318,40.400,0.057,0.148,0.039,0.100
-7.318,40.500,0.056,0.150,0.038,0.102
-7.318,40.600,0.054,0.153,0.037,0.103
-7.318,40.700,0.053,0.155,0.037,0.105
-7.318,40.800,0.052,0.157,0.036,0.106
-7.318,40.900,0.051,0.157,0.035,0.107
-7.318,41.000,0.050,0.157,0.034,0.107
-7.318,41.100,0.049,0.156,0.034,0.107
-7.318,41.200,0.049,0.155,0.033,0.106
-7.318,41.300,0.048,0.152,0.032,0.104
-7.318,41.400,0.047,0.148,0.032,0.101
-7.318,41.500,0.046,0.143,0.031,0.098
-7.318,41.600,0.046,0.137,0.031,0.093
-7.318,41.700,0.045,0.131,0.031,0.089
-7.318,41.800,0.045,0.125,0.030,0.084
-7.318,41.900,0.045,0.120,0.030,0.081
-7.318,42.000,0.044,0.115,0.030,0.078
-7.318,42.100,0.044,0.111,0.029,0.075
-7.318,42.200,0.044,0.108,0.029,0.073
-7.218,37.000,0.155,0.319,0.108,0.215
-7.218,37.100,0.145,0.299,0.101,0.200
-7.218,37.200,0.135,0.279,0.094,0.186
-7.218,37.300,0.125,0.254,0.087,0.169
-7.218,37.400,0.115,0.229,0.080,0.152
-7.218,37.500,0.104,0.206,0.073,0.137
-7.218,37.600,0.096,0.189,0.067,0.126
-7.218,37.700,0.089,0.176,0.063,0.117
-7.218,37.800,0.084,0.166,0.059,0.110
-7.218,37.900,0.079,0.156,0.056,0.103
-7.218,38.000,0.075,0.150,0.053,0.099
-7.218,38.100,0.072,0.145,0.051,0.096
-7.218,38.200,0.070,0.142,0.049,0.094
-7.218,38.300,0.069,0.139,0.048,0.092
-7.218,38.400,0.068,0.137,0.047,0.091
-7.218,38.500,0.067,0.135,0.047,0.090
