lon,lat,mean
-8.51787,41.7,0.077
-8.51787,41.8,0.076
-8.51787,41.9,0.076
-8.51787,42,0.075
-8.51787,42.1,0.074
-8.51787,42.2,0.074
-8.41787,36.9,0.247
-8.41787,37,0.252
-8.41787,37.1,0.244
-8.41787,37.2,0.236
-8.41787,37.3,0.225
-8.41787,37.4,0.213
-8.41787,37.5,0.199
-8.41787,37.6,0.187
-8.41787,37.7,0.18
-8.41787,37.8,0.176
-8.41787,37.9,0.173
-8.41787,38,0.172
-8.41787,38.1,0.171
-8.41787,38.2,0.17
-8.41787,38.3,0.172
-8.41787,38.4,0.174
-8.41787,38.5,0.175
-8.41787,38.6,0.178
-8.41787,38.7,0.18
-8.41787,38.8,0.182
-8.41787,38.9,0.182
-8.41787,39,0.187
-8.41787,39.1,0.193
-8.41787,39.2,0.194
-8.41787,39.3,0.19
-8.41787,39.4,0.185
-8.41787,39.5,0.174
-8.41787,39.6,0.151
-8.41787,39.7,0.132
-8.41787,39.8,0.123
-8.41787,39.9,0.119
-8.41787,40,0.114
-8.41787,40.1,0.112
-8.41787,40.2,0.107
-8.41787,40.3,0.105
-8.41787,40.4,0.101
-8.41787,40.5,0.098
-8.41787,40.6,0.096
-8.41787,40.7,0.094
-8.41787,40.8,0.092
-8.41787,40.9,0.09
-8.41787,41,0.087
-8.41787,41.1,0.085
-8.41787,41.2,0.084
-8.41787,41.3,0.082
-8.41787,41.4,0.081
-8.41787,41.5,0.079
-8.41787,41.6,0.078
-8.41787,41.7,0.077
-8.41787,41.8,0.077
-8.41787,41.9,0.076
-8.41787,42,0.075
-8.41787,42.1,0.075
-8.41787,42.2,0.074
-8.31787,36.9,0.252
-8.31787,37,0.254
-8.31787,37.1,0.247
-8.31787,37.2,0.237
-8.31787,37.3,0.225
-8.31787,37.4,0.211
-8.31787,37.5,0.196
-8.31787,37.6,0.186
-8.31787,37.7,0.179
-8.31787,37.8,0.175
-8.31787,37.9,0.171
-8.31787,38,0.169
-8.31787,38.1,0.167
-8.31787,38.2,0.167
-8.31787,38.3,0.168
-8.31787,38.4,0.166
-8.31787,38.5,0.166
-8.31787,38.6,0.168
-8.31787,38.7,0.168
-8.31787,38.8,0.168
-8.31787,38.9,0.166
-8.31787,39,0.17
-8.31787,39.1,0.172
-8.31787,39.2,0.17
-8.31787,39.3,0.167
-8.31787,39.4,0.165
-8.31787,39.5,0.155
-8.31787,39.6,0.142
-8.31787,39.7,0.128
-8.31787,39.8,0.12
-8.31787,39.9,0.115
-8.31787,40,0.111
-8.31787,40.1,0.107
-8.31787,40.2,0.105
-8.31787,40.3,0.103
-8.31787,40.4,0.099
-8.31787,40.5,0.097
-8.31787,40.6,0.094
-8.31787,40.7,0.093
-8.31787,40.8,0.09
-8.31787,40.9,0.088
-8.31787,41,0.086
-8.31787,41.1,0.085
-8.31787,41.2,0.083
-8.31787,41.3,0.082
-8.31787,41.4,0.08
-8.31787,41.5,0.079
-8.31787,41.6,0.078
-8.31787,41.7,0.077
-8.31787,41.8,0.077
-8.31787,41.9,0.076
-8.31787,42,0.075
-8.31787,42.1,0.075
-8.31787,42.2,0.074
-8.21787,36.9,0.255
-8.21787,37,0.256
-8.21787,37.1,0.248
-8.21787,37.2,0.238
-8.21787,37.3,0.224
-8.21787,37.4,0.209
-8.21787,37.5,0.194
-8.21787,37.6,0.184
-8.21787,37.7,0.178
-8.21787,37.8,0.172
-8.21787,37.9,0.169
-8.21787,38,0.167
-8.21787,38.1,0.165
-8.21787,38.2,0.164
-8.21787,38.3,0.164
-8.21787,38.4,0.161
-8.21787,38.5,0.161
-8.21787,38.6,0.16
-8.21787,38.7,0.16
-8.21787,38.8,0.157
-8.21787,38.9,0.157
-8.21787,39,0.157
-8.21787,39.1,0.157
-8.21787,39.2,0.153
-8.21787,39.3,0.149
-8.21787,39.4,0.147
-8.21787,39.5,0.138
-8.21787,39.6,0.13
-8.21787,39.7,0.121
-8.21787,39.8,0.117
-8.21787,39.9,0.111
-8.21787,40,0.108
-8.21787,40.1,0.105
-8.21787,40.2,0.103
-8.21787,40.3,0.1
-8.21787,40.4,0.097
-8.21787,40.5,0.095
-8.21787,40.6,0.093
-8.21787,40.7,0.091
-8.21787,40.8,0.089
-8.21787,40.9,0.087
-8.21787,41,0.085
-8.21787,41.1,0.083
-8.21787,41.2,0.082
-8.21787,41.3,0.081
-8.21787,41.4,0.08
-8.21787,41.5,0.079
-8.21787,41.6,0.078
-8.21787,41.7,0.077
