#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"generated_by='OpenQuake engine 3.25.0-git8d6ee50a21', start_date='2026-02-24T08:47:19', checksum=154019166, kind='quantile-0.95', investigation_time=1.0"
lon,lat,PGA-0.002105,PGA-0.000404,SA(0.05)-0.002105,SA(0.05)-0.000404,SA(0.1)-0.002105,SA(0.1)-0.000404,SA(0.15)-0.002105,SA(0.15)-0.000404,SA(0.2)-0.002105,SA(0.2)-0.000404,SA(0.25)-0.002105,SA(0.25)-0.000404,SA(0.3)-0.002105,SA(0.3)-0.000404,SA(0.35)-0.002105,SA(0.35)-0.000404,SA(0.4)-0.002105,SA(0.4)-0.000404,SA(0.5)-0.002105,SA(0.5)-0.000404,SA(0.6)-0.002105,SA(0.6)-0.000404,SA(0.75)-0.002105,SA(0.75)-0.000404,SA(1.0)-0.002105,SA(1.0)-0.000404,SA(2.0)-0.002105,SA(2.0)-0.000404,SA(3.0)-0.002105,SA(3.0)-0.000404,SA(4.0)-0.002105,SA(4.0)-0.000404
-9.71787,38.60000,1.713885E-01,3.102802E-01,2.496147E-01,4.806663E-01,3.830233E-01,7.254054E-01,3.967833E-01,7.367365E-01,3.616652E-01,6.638933E-01,3.461761E-01,6.282122E-01,3.216177E-01,5.783731E-01,3.058773E-01,5.529152E-01,2.920254E-01,5.228096E-01,2.416342E-01,4.400255E-01,2.195423E-01,4.086290E-01,1.668982E-01,3.138188E-01,1.634368E-01,3.209412E-01,1.110753E-01,2.480001E-01,1.503081E-01,3.573027E-01,1.109995E-01,2.719698E-01
-9.71787,38.70000,1.708985E-01,3.091543E-01,2.494542E-01,4.671438E-01,3.819434E-01,7.149038E-01,3.960747E-01,7.351478E-01,3.621536E-01,6.659155E-01,3.460031E-01,6.289741E-01,3.210744E-01,5.784225E-01,3.048943E-01,5.520445E-01,2.910200E-01,5.217041E-01,2.405477E-01,4.389031E-01,2.180916E-01,4.063372E-01,1.655767E-01,3.119194E-01,1.615990E-01,3.181917E-01,1.095772E-01,2.461874E-01,1.492587E-01,3.583995E-01,1.097516E-01,2.716344E-01
-9.71787,38.80000,1.708020E-01,3.100083E-01,2.502793E-01,4.706853E-01,3.819065E-01,7.176375E-01,3.947774E-01,7.358824E-01,3.609244E-01,6.672422E-01,3.446347E-01,6.292909E-01,3.200803E-01,5.789899E-01,3.042867E-01,5.527594E-01,2.907639E-01,5.229250E-01,2.402405E-01,4.396642E-01,2.175664E-01,4.063943E-01,1.648514E-01,3.113411E-01,1.612369E-01,3.182748E-01,1.098331E-01,2.477585E-01,1.513921E-01,3.661013E-01,1.107208E-01,2.759076E-01
-9.71787,38.90000,1.669074E-01,3.042248E-01,2.444621E-01,4.622023E-01,3.729364E-01,7.042139E-01,3.849177E-01,7.203949E-01,3.516873E-01,6.517816E-01,3.356970E-01,6.152851E-01,3.121226E-01,5.675288E-01,2.971916E-01,5.429570E-01,2.842717E-01,5.142059E-01,2.352421E-01,4.328179E-01,2.129861E-01,3.989396E-01,1.610258E-01,3.057267E-01,1.573583E-01,3.126829E-01,1.070320E-01,2.438307E-01,1.481280E-01,3.634217E-01,1.077773E-01,2.727489E-01
-9.71787,39.00000,1.522591E-01,2.896140E-01,2.227694E-01,4.557407E-01,3.440150E-01,6.838087E-01,3.581166E-01,6.803154E-01,3.266467E-01,6.086632E-01,3.110614E-01,5.737354E-01,2.888962E-01,5.297567E-01,2.739203E-01,5.064463E-01,2.614754E-01,4.781149E-01,2.172072E-01,4.014968E-01,1.961078E-01,3.691933E-01,1.483876E-01,2.847107E-01,1.423430E-01,2.871788E-01,9.322638E-02,2.188183E-01,1.225806E-01,3.206264E-01,8.873361E-02,2.410532E-01
-9.61787,38.50000,1.734097E-01,3.107939E-01,2.514755E-01,4.665626E-01,3.856834E-01,7.132285E-01,4.022268E-01,7.372590E-01,3.692811E-01,6.710401E-01,3.531631E-01,6.357758E-01,3.280950E-01,5.847052E-01,3.113640E-01,5.584099E-01,2.959545E-01,5.270544E-01,2.450521E-01,4.433679E-01,2.225033E-01,4.122312E-01,1.695228E-01,3.168347E-01,1.654547E-01,3.233779E-01,1.121753E-01,2.492589E-01,1.508163E-01,3.565023E-01,1.117424E-01,2.721317E-01
-9.61787,38.60000,1.750731E-01,3.134110E-01,2.553971E-01,4.709076E-01,3.896751E-01,7.176380E-01,4.064811E-01,7.436835E-01,3.746696E-01,6.837153E-01,3.570578E-01,6.452935E-01,3.313590E-01,5.917089E-01,3.136536E-01,5.631505E-01,2.974595E-01,5.307011E-01,2.461078E-01,4.457114E-01,2.227772E-01,4.130418E-01,1.695360E-01,3.170557E-01,1.649279E-01,3.223416E-01,1.115395E-01,2.487134E-01,1.511022E-01,3.598239E-01,1.114170E-01,2.734205E-01
-9.61787,38.70000,1.741632E-01,3.115127E-01,2.544395E-01,4.683371E-01,3.875663E-01,7.124308E-01,4.047870E-01,7.405032E-01,3.742270E-01,6.835166E-01,3.561176E-01,6.442696E-01,3.300599E-01,5.903224E-01,3.119867E-01,5.611060E-01,2.958927E-01,5.285025E-01,2.445327E-01,4.437725E-01,2.209251E-01,4.099911E-01,1.679140E-01,3.146679E-01,1.627523E-01,3.190642E-01,1.097541E-01,2.463889E-01,1.495990E-01,3.598846E-01,1.098242E-01,2.723626E-01
-9.61787,38.80000,1.723127E-01,3.091278E-01,2.523851E-01,4.660151E-01,3.838135E-01,7.076675E-01,4.006442E-01,7.364331E-01,3.708030E-01,6.806397E-01,3.524233E-01,6.404567E-01,3.260182E-01,5.863581E-01,3.078568E-01,5.565723E-01,2.923453E-01,5.238797E-01,2.412207E-01,4.399222E-01,2.175910E-01,4.049742E-01,1.650991E-01,3.109089E-01,1.593738E-01,3.141191E-01,1.069652E-01,2.423052E-01,1.458106E-01,3.567118E-01,1.065867E-01,2.688977E-01
-9.61787,38.90000,1.675245E-01,3.018970E-01,2.452381E-01,4.551181E-01,3.728842E-01,6.905953E-01,3.887999E-01,7.176740E-01,3.597245E-01,6.623219E-01,3.422804E-01,6.237172E-01,3.160404E-01,5.722615E-01,2.987550E-01,5.440741E-01,2.840357E-01,5.122688E-01,2.346267E-01,4.307885E-01,2.115883E-01,3.950691E-01,1.601801E-01,3.036796E-01,1.541713E-01,3.063215E-01,1.029582E-01,2.360637E-01,1.397700E-01,3.496686E-01,1.015594E-01,2.626103E-01
