lon,lat,mean
-8.41787,37.7,0.096
-8.41787,37.8,0.09
-8.41787,37.9,0.087
-8.41787,38,0.085
-8.41787,38.1,0.085
-8.41787,38.2,0.086
-8.41787,38.3,0.088
-8.41787,38.4,0.091
-8.41787,38.5,0.094
-8.41787,38.6,0.099
-8.41787,38.7,0.105
-8.41787,38.8,0.109
-8.41787,38.9,0.112
-8.41787,39,0.117
-8.41787,39.1,0.12
-8.41787,39.2,0.121
-8.41787,39.3,0.122
-8.41787,39.4,0.122
-8.41787,39.5,0.113
-8.41787,39.6,0.093
-8.41787,39.7,0.079
-8.41787,39.8,0.072
-8.41787,39.9,0.068
-8.41787,40,0.066
-8.41787,40.1,0.064
-8.41787,40.2,0.062
-8.41787,40.3,0.061
-8.41787,40.4,0.06
-8.41787,40.5,0.059
-8.41787,40.6,0.057
-8.41787,40.7,0.056
-8.41787,40.8,0.055
-8.41787,40.9,0.053
-8.41787,41,0.052
-8.41787,41.1,0.05
-8.41787,41.2,0.049
-8.41787,41.3,0.048
-8.41787,41.4,0.047
-8.41787,41.5,0.047
-8.41787,41.6,0.046
-8.41787,41.7,0.045
-8.41787,41.8,0.045
-8.41787,41.9,0.044
-8.41787,42,0.044
-8.41787,42.1,0.044
-8.41787,42.2,0.043
-8.31787,36.9,0.195
-8.31787,37,0.186
-8.31787,37.1,0.178
-8.31787,37.2,0.17
-8.31787,37.3,0.159
-8.31787,37.4,0.143
-8.31787,37.5,0.12
-8.31787,37.6,0.104
-8.31787,37.7,0.095
-8.31787,37.8,0.089
-8.31787,37.9,0.085
-8.31787,38,0.083
-8.31787,38.1,0.083
-8.31787,38.2,0.083
-8.31787,38.3,0.083
-8.31787,38.4,0.085
-8.31787,38.5,0.086
-8.31787,38.6,0.088
-8.31787,38.7,0.091
-8.31787,38.8,0.092
-8.31787,38.9,0.094
-8.31787,39,0.097
-8.31787,39.1,0.098
-8.31787,39.2,0.099
-8.31787,39.3,0.101
-8.31787,39.4,0.105
-8.31787,39.5,0.1
-8.31787,39.6,0.089
-8.31787,39.7,0.076
-8.31787,39.8,0.069
-8.31787,39.9,0.066
-8.31787,40,0.064
-8.31787,40.1,0.062
-8.31787,40.2,0.06
-8.31787,40.3,0.059
-8.31787,40.4,0.058
-8.31787,40.5,0.057
-8.31787,40.6,0.056
-8.31787,40.7,0.054
-8.31787,40.8,0.053
-8.31787,40.9,0.052
-8.31787,41,0.05
-8.31787,41.1,0.049
-8.31787,41.2,0.049
-8.31787,41.3,0.048
-8.31787,41.4,0.047
-8.31787,41.5,0.047
-8.31787,41.6,0.046
-8.31787,41.7,0.045
-8.31787,41.8,0.045
-8.31787,41.9,0.045
-8.31787,42,0.044
-8.31787,42.1,0.044
-8.31787,42.2,0.044
-8.21787,36.9,0.196
-8.21787,37,0.186
-8.21787,37.1,0.179
-8.21787,37.2,0.17
-8.21787,37.3,0.158
-8.21787,37.4,0.139
-8.21787,37.5,0.117
-8.21787,37.6,0.102
-8.21787,37.7,0.093
-8.21787,37.8,0.088
-8.21787,37.9,0.084
-8.21787,38,0.082
-8.21787,38.1,0.08
-8.21787,38.2,0.08
-8.21787,38.3,0.08
-8.21787,38.4,0.08
-8.21787,38.5,0.081
-8.21787,38.6,0.082
-8.21787,38.7,0.083
-8.21787,38.8,0.083
-8.21787,38.9,0.084
-8.21787,39,0.084
-8.21787,39.1,0.085
-8.21787,39.2,0.085
-8.21787,39.3,0.086
-8.21787,39.4,0.086
-8.21787,39.5,0.083
