lon,lat,mean
-8.9179,39.5000,0.1083
-8.9179,39.6000,0.0972
-8.9179,39.7000,0.0902
-8.9179,39.8000,0.0853
-8.9179,39.9000,0.0805
-8.9179,40.0000,0.0765
-8.9179,40.1000,0.0734
-8.9179,40.2000,0.0710
-8.9179,40.3000,0.0693
-8.9179,40.4000,0.0675
-8.9179,40.5000,0.0655
-8.9179,40.6000,0.0639
-8.9179,40.7000,0.0626
-8.9179,40.8000,0.0612
-8.9179,40.9000,0.0597
-8.9179,41.0000,0.0586
-8.9179,41.1000,0.0576
-8.9179,41.2000,0.0563
-8.9179,41.3000,0.0547
-8.9179,41.4000,0.0534
-8.9179,41.5000,0.0522
-8.9179,41.6000,0.0511
-8.9179,41.7000,0.0500
-8.9179,41.8000,0.0492
-8.9179,41.9000,0.0485
-8.9179,42.0000,0.0479
-8.9179,42.1000,0.0473
-8.9179,42.2000,0.0469
-8.8179,36.9000,0.1916
-8.8179,37.0000,0.1819
-8.8179,37.1000,0.1729
-8.8179,37.2000,0.1656
-8.8179,37.3000,0.1564
-8.8179,37.4000,0.1477
-8.8179,37.5000,0.1358
-8.8179,37.6000,0.1267
-8.8179,37.7000,0.1211
-8.8179,37.8000,0.1178
-8.8179,37.9000,0.1150
-8.8179,38.0000,0.1145
-8.8179,38.1000,0.1174
-8.8179,38.2000,0.1242
-8.8179,38.3000,0.1284
-8.8179,38.4000,0.1308
-8.8179,38.5000,0.1330
-8.8179,38.6000,0.1366
-8.8179,38.7000,0.1401
-8.8179,38.8000,0.1425
-8.8179,38.9000,0.1441
-8.8179,39.0000,0.1440
-8.8179,39.1000,0.1396
-8.8179,39.2000,0.1336
-8.8179,39.3000,0.1283
-8.8179,39.4000,0.1217
-8.8179,39.5000,0.1110
-8.8179,39.6000,0.0994
-8.8179,39.7000,0.0923
-8.8179,39.8000,0.0873
-8.8179,39.9000,0.0823
-8.8179,40.0000,0.0776
-8.8179,40.1000,0.0742
-8.8179,40.2000,0.0720
-8.8179,40.3000,0.0700
-8.8179,40.4000,0.0683
-8.8179,40.5000,0.0661
-8.8179,40.6000,0.0643
-8.8179,40.7000,0.0630
-8.8179,40.8000,0.0616
-8.8179,40.9000,0.0599
-8.8179,41.0000,0.0586
-8.8179,41.1000,0.0575
-8.8179,41.2000,0.0563
-8.8179,41.3000,0.0547
-8.8179,41.4000,0.0533
-8.8179,41.5000,0.0522
-8.8179,41.6000,0.0512
-8.8179,41.7000,0.0503
-8.8179,41.8000,0.0495
-8.8179,41.9000,0.0487
-8.8179,42.0000,0.0482
-8.8179,42.1000,0.0477
-8.8179,42.2000,0.0473
-8.7179,36.9000,0.1905
-8.7179,37.0000,0.1810
-8.7179,37.1000,0.1726
-8.7179,37.2000,0.1656
-8.7179,37.3000,0.1568
-8.7179,37.4000,0.1477
-8.7179,37.5000,0.1353
-8.7179,37.6000,0.1261
-8.7179,37.7000,0.1202
-8.7179,37.8000,0.1152
-8.7179,37.9000,0.1118
-8.7179,38.0000,0.1110
-8.7179,38.1000,0.1139
-8.7179,38.2000,0.1202
-8.7179,38.3000,0.1239
-8.7179,38.4000,0.1256
-8.7179,38.5000,0.1283
-8.7179,38.6000,0.1326
-8.7179,38.7000,0.1363
-8.7179,38.8000,0.1391
-8.7179,38.9000,0.1413
-8.7179,39.0000,0.1418
-8.7179,39.1000,0.1398
-8.7179,39.2000,0.1357
-8.7179,39.3000,0.1303
-8.7179,39.4000,0.1235
-8.7179,39.5000,0.1129
-8.7179,39.6000,0.1007
-8.7179,39.7000,0.0938
-8.7179,39.8000,0.0888
-8.7179,39.9000,0.0835
-8.7179,40.0000,0.0784
-8.7179,40.1000,0.0749
-8.7179,40.2000,0.0726
-8.7179,40.3000,0.0705
-8.7179,40.4000,0.0689
-8.7179,40.5000,0.0666
-8.7179,40.6000,0.0649
-8.7179,40.7000,0.0634
-8.7179,40.8000,0.0619
-8.7179,40.9000,0.0602
-8.7179,41.0000,0.0588
-8.7179,41.1000,0.0576
-8.7179,41.2000,0.0562
-8.7179,41.3000,0.0547
-8.7179,41.4000,0.0533
-8.7179,41.5000,0.0523
-8.7179,41.6000,0.0513
-8.7179,41.7000,0.0505
-8.7179,41.8000,0.0497
-8.7179,41.9000,0.0490
-8.7179,42.0000,0.0485
-8.7179,42.1000,0.0480
-8.7179,42.2000,0.0475
-8.6179,36.9000,0.1899
-8.6179,37.0000,0.1803
-8.6179,37.1000,0.1720
-8.6179,37.2000,0.1655
-8.6179,37.3000,0.1563
-8.6179,37.4000,0.1471
-8.6179,37.5000,0.1344
-8.6179,37.6000,0.1255
-8.6179,37.7000,0.1191
-8.6179,37.8000,0.1132
-8.6179,37.9000,0.1089
-8.6179,38.0000,0.1084
-8.6179,38.1000,0.1113
-8.6179,38.2000,0.1168
-8.6179,38.3000,0.1203
-8.6179,38.4000,0.1222
-8.6179,38.5000,0.1248
-8.6179,38.6000,0.1289
-8.6179,38.7000,0.1330
-8.6179,38.8000,0.1361
-8.6179,38.9000,0.1386
-8.6179,39.0000,0.1388
-8.6179,39.1000,0.1374
-8.6179,39.2000,0.1347
-8.6179,39.3000,0.1304
-8.6179,39.4000,0.1240
-8.6179,39.5000,0.1126
-8.6179,39.6000,0.1007
-8.6179,39.7000,0.0940
-8.6179,39.8000,0.0888
-8.6179,39.9000,0.0839
-8.6179,40.0000,0.0787
-8.6179,40.1000,0.0753
-8.6179,40.2000,0.0731
-8.6179,40.3000,0.0709
-8.6179,40.4000,0.0692
-8.6179,40.5000,0.0670
-8.6179,40.6000,0.0652
-8.6179,40.7000,0.0637
-8.6179,40.8000,0.0620
-8.6179,40.9000,0.0603
-8.6179,41.0000,0.0589
-8.6179,41.1000,0.0576
-8.6179,41.2000,0.0562
-8.6179,41.3000,0.0547
-8.6179,41.4000,0.0534
-8.6179,41.5000,0.0524
-8.6179,41.6000,0.0515
-8.6179,41.7000,0.0506
