lon,lat,mean
-7.81787,41.7,0.048
-7.81787,41.8,0.048
-7.81787,41.9,0.048
-7.81787,42,0.048
-7.81787,42.1,0.048
-7.81787,42.2,0.047
-7.71787,36.9,0.17
-7.71787,37,0.159
-7.71787,37.1,0.177
-7.71787,37.2,0.17
-7.71787,37.3,0.161
-7.71787,37.4,0.15
-7.71787,37.5,0.143
-7.71787,37.6,0.138
-7.71787,37.7,0.134
-7.71787,37.8,0.132
-7.71787,37.9,0.126
-7.71787,38,0.123
-7.71787,38.1,0.122
-7.71787,38.2,0.121
-7.71787,38.3,0.119
-7.71787,38.4,0.114
-7.71787,38.5,0.11
-7.71787,38.6,0.109
-7.71787,38.7,0.108
-7.71787,38.8,0.105
-7.71787,38.9,0.097
-7.71787,39,0.095
-7.71787,39.1,0.093
-7.71787,39.2,0.088
-7.71787,39.3,0.083
-7.71787,39.4,0.081
-7.71787,39.5,0.08
-7.71787,39.6,0.076
-7.71787,39.7,0.071
-7.71787,39.8,0.07
-7.71787,39.9,0.066
-7.71787,40,0.065
-7.71787,40.1,0.063
-7.71787,40.2,0.06
-7.71787,40.3,0.059
-7.71787,40.4,0.058
-7.71787,40.5,0.057
-7.71787,40.6,0.057
-7.71787,40.7,0.056
-7.71787,40.8,0.055
-7.71787,40.9,0.054
-7.71787,41,0.053
-7.71787,41.1,0.052
-7.71787,41.2,0.051
-7.71787,41.3,0.051
-7.71787,41.4,0.05
-7.71787,41.5,0.049
-7.71787,41.6,0.048
-7.71787,41.7,0.048
-7.71787,41.8,0.047
-7.71787,41.9,0.047
-7.71787,42,0.047
-7.71787,42.1,0.047
-7.71787,42.2,0.047
-7.61787,36.9,0.168
-7.61787,37,0.158
-7.61787,37.1,0.147
-7.61787,37.2,0.168
-7.61787,37.3,0.159
-7.61787,37.4,0.146
-7.61787,37.5,0.14
-7.61787,37.6,0.136
-7.61787,37.7,0.131
-7.61787,37.8,0.126
-7.61787,37.9,0.125
-7.61787,38,0.121
-7.61787,38.1,0.121
-7.61787,38.2,0.118
-7.61787,38.3,0.113
-7.61787,38.4,0.109
-7.61787,38.5,0.108
-7.61787,38.6,0.107
-7.61787,38.7,0.107
-7.61787,38.8,0.099
-7.61787,38.9,0.095
-7.61787,39,0.094
-7.61787,39.1,0.091
-7.61787,39.2,0.082
-7.61787,39.3,0.081
-7.61787,39.4,0.079
-7.61787,39.5,0.075
-7.61787,39.6,0.071
-7.61787,39.7,0.069
-7.61787,39.8,0.068
-7.61787,39.9,0.065
-7.61787,40,0.063
-7.61787,40.1,0.061
-7.61787,40.2,0.059
-7.61787,40.3,0.058
-7.61787,40.4,0.057
-7.61787,40.5,0.056
-7.61787,40.6,0.055
-7.61787,40.7,0.055
-7.61787,40.8,0.054
-7.61787,40.9,0.053
-7.61787,41,0.052
-7.61787,41.1,0.051
-7.61787,41.2,0.051
-7.61787,41.3,0.05
-7.61787,41.4,0.049
-7.61787,41.5,0.049
-7.61787,41.6,0.048
-7.61787,41.7,0.047
-7.61787,41.8,0.047
-7.61787,41.9,0.046
-7.61787,42,0.046
-7.61787,42.1,0.046
-7.61787,42.2,0.046
-7.51787,36.9,0.166
-7.51787,37,0.156
-7.51787,37.1,0.145
-7.51787,37.2,0.167
-7.51787,37.3,0.155
-7.51787,37.4,0.144
-7.51787,37.5,0.137
-7.51787,37.6,0.132
-7.51787,37.7,0.127
-7.51787,37.8,0.125
-7.51787,37.9,0.121
-7.51787,38,0.12
-7.51787,38.1,0.118
-7.51787,38.2,0.114
-7.51787,38.3,0.109
-7.51787,38.4,0.108
-7.51787,38.5,0.107
-7.51787,38.6,0.106
-7.51787,38.7,0.098
-7.51787,38.8,0.094
-7.51787,38.9,0.093
-7.51787,39,0.09
-7.51787,39.1,0.084
