#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"generated_by='OpenQuake engine 3.25.0-git8d6ee50a21', start_date='2026-03-08T19:22:33', checksum=102121100, kind='quantile-0.95', investigation_time=1.0"
lon,lat,0.002105~PGA,0.002105~SA(0.05),0.002105~SA(0.1),0.002105~SA(0.15),0.002105~SA(0.2),0.002105~SA(0.25),0.002105~SA(0.3),0.002105~SA(0.35),0.002105~SA(0.4),0.002105~SA(0.5),0.002105~SA(0.6),0.002105~SA(0.75),0.002105~SA(1.0),0.002105~SA(2.0),0.002105~SA(3.0),0.002105~SA(4.0),0.000404~PGA,0.000404~SA(0.05),0.000404~SA(0.1),0.000404~SA(0.15),0.000404~SA(0.2),0.000404~SA(0.25),0.000404~SA(0.3),0.000404~SA(0.35),0.000404~SA(0.4),0.000404~SA(0.5),0.000404~SA(0.6),0.000404~SA(0.75),0.000404~SA(1.0),0.000404~SA(2.0),0.000404~SA(3.0),0.000404~SA(4.0)
-9.71787,38.60000,2.057705E-01,3.232159E-01,5.107413E-01,5.195511E-01,4.505626E-01,4.139200E-01,3.717582E-01,3.427303E-01,3.218393E-01,2.674149E-01,2.399684E-01,1.835805E-01,1.736034E-01,1.144508E-01,1.524929E-01,1.126392E-01,3.749322E-01,6.214961E-01,9.670619E-01,9.777757E-01,8.469438E-01,7.698004E-01,6.771605E-01,6.151378E-01,5.787247E-01,4.821644E-01,4.429887E-01,3.413577E-01,3.370495E-01,2.520087E-01,3.604789E-01,2.745517E-01
-9.71787,38.70000,2.080473E-01,3.297712E-01,5.195053E-01,5.271831E-01,4.571462E-01,4.181583E-01,3.743169E-01,3.438824E-01,3.226462E-01,2.678581E-01,2.397023E-01,1.831715E-01,1.725574E-01,1.131082E-01,1.515806E-01,1.114489E-01,3.795455E-01,6.260475E-01,9.858785E-01,9.972025E-01,8.634605E-01,7.817014E-01,6.858855E-01,6.197436E-01,5.825230E-01,4.847023E-01,4.438179E-01,3.417729E-01,3.355368E-01,2.505008E-01,3.617372E-01,2.743232E-01
-9.71787,38.80000,2.085594E-01,3.324828E-01,5.218205E-01,5.275134E-01,4.568171E-01,4.173398E-01,3.737179E-01,3.434783E-01,3.224984E-01,2.675997E-01,2.392108E-01,1.824483E-01,1.722523E-01,1.133760E-01,1.537068E-01,1.124400E-01,3.823961E-01,6.347517E-01,9.971926E-01,1.005023E+00,8.690707E-01,7.850137E-01,6.885388E-01,6.216640E-01,5.846795E-01,4.861265E-01,4.443637E-01,3.415993E-01,3.358002E-01,2.519946E-01,3.695360E-01,2.786608E-01
-9.71787,38.90000,2.019347E-01,3.200586E-01,5.041623E-01,5.100070E-01,4.410779E-01,4.043047E-01,3.635201E-01,3.344781E-01,3.151533E-01,2.611463E-01,2.335479E-01,1.777430E-01,1.685089E-01,1.105463E-01,1.507404E-01,1.097252E-01,3.720297E-01,6.168298E-01,9.635440E-01,9.710622E-01,8.409373E-01,7.617963E-01,6.690158E-01,6.068906E-01,5.715803E-01,4.759987E-01,4.355567E-01,3.339716E-01,3.292704E-01,2.481299E-01,3.670537E-01,2.756307E-01
-9.71787,39.00000,1.827467E-01,2.823024E-01,4.489933E-01,4.624408E-01,4.034024E-01,3.726596E-01,3.362281E-01,3.070359E-01,2.919530E-01,2.407726E-01,2.154493E-01,1.637610E-01,1.530442E-01,9.685875E-02,1.257191E-01,9.101972E-02,3.445329E-01,5.874690E-01,8.929192E-01,8.816649E-01,7.625570E-01,6.927888E-01,6.115357E-01,5.589292E-01,5.258944E-01,4.406726E-01,4.019989E-01,3.096597E-01,3.022225E-01,2.233546E-01,3.248856E-01,2.443441E-01
-9.61787,38.50000,2.143136E-01,3.398499E-01,5.355866E-01,5.454963E-01,4.745981E-01,4.330159E-01,3.858270E-01,3.530327E-01,3.306895E-01,2.750941E-01,2.461959E-01,1.888655E-01,1.767590E-01,1.158171E-01,1.529913E-01,1.133896E-01,3.860030E-01,6.345736E-01,1.004567E+00,1.021931E+00,8.853557E-01,8.012009E-01,7.026870E-01,6.325926E-01,5.938435E-01,4.936678E-01,4.522283E-01,3.495993E-01,3.419476E-01,2.532972E-01,3.595144E-01,2.746135E-01
-9.61787,38.60000,2.222012E-01,3.572291E-01,5.609953E-01,5.670975E-01,4.929098E-01,4.461782E-01,3.949492E-01,3.590248E-01,3.357553E-01,2.790653E-01,2.487205E-01,1.906007E-01,1.772156E-01,1.154340E-01,1.533739E-01,1.131282E-01,4.033542E-01,6.779381E-01,1.069684E+00,1.079438E+00,9.309795E-01,8.348383E-01,7.290227E-01,6.496288E-01,6.082503E-01,5.040259E-01,4.589520E-01,3.547471E-01,3.433297E-01,2.531629E-01,3.629815E-01,2.760000E-01
-9.61787,38.70000,2.235604E-01,3.609501E-01,5.667718E-01,5.723520E-01,4.976224E-01,4.490198E-01,3.964554E-01,3.593427E-01,3.357941E-01,2.788573E-01,2.479284E-01,1.897969E-01,1.758375E-01,1.138027E-01,1.519671E-01,1.115957E-01,4.058862E-01,6.841159E-01,1.080346E+00,1.090501E+00,9.416885E-01,8.425038E-01,7.345451E-01,6.520650E-01,6.101406E-01,5.051408E-01,4.587244E-01,3.543458E-01,3.414768E-01,2.513614E-01,3.632082E-01,2.750526E-01
-9.61787,38.80000,2.222200E-01,3.604629E-01,5.652435E-01,5.696020E-01,4.946046E-01,4.456057E-01,3.931455E-01,3.559271E-01,3.324453E-01,2.756681E-01,2.447173E-01,1.870255E-01,1.730426E-01,1.111130E-01,1.487481E-01,1.087725E-01,4.057172E-01,6.864602E-01,1.082783E+00,1.091486E+00,9.421889E-01,8.414591E-01,7.326153E-01,6.489217E-01,6.067643E-01,5.022100E-01,4.551922E-01,3.511611E-01,3.370787E-01,2.474294E-01,3.602400E-01,2.717230E-01
-9.61787,38.90000,2.143476E-01,3.479116E-01,5.448837E-01,5.490469E-01,4.756548E-01,4.297950E-01,3.805439E-01,3.455424E-01,3.229688E-01,2.672779E-01,2.373882E-01,1.810054E-01,1.680644E-01,1.070872E-01,1.428196E-01,1.038138E-01,3.945905E-01,6.656492E-01,1.048733E+00,1.056760E+00,9.116097E-01,8.156966E-01,7.099897E-01,6.312323E-01,5.905207E-01,4.895876E-01,4.441286E-01,3.417342E-01,3.283311E-01,2.411968E-01,3.534393E-01,2.655960E-01
