#,,,,,"generated_by='OpenQuake engine 3.25.0-git8d6ee50a21', start_date='2026-03-04T09:01:17', checksum=3746912572, kind='quantile-0.05', investigation_time=1.0"
lon,lat,PGA-0.002105,PGA-0.000404,SA(1.0)-0.002105,SA(1.0)-0.000404
-9.21787,38.20000,9.897313E-02,1.928021E-01,7.049229E-02,1.359418E-01
-9.21787,38.30000,9.810981E-02,1.940311E-01,6.973049E-02,1.369492E-01
-9.21787,38.40000,9.752290E-02,1.960963E-01,6.926133E-02,1.384930E-01
-9.21787,38.50000,9.746869E-02,1.997002E-01,6.909652E-02,1.414362E-01
-9.21787,38.60000,9.715335E-02,2.043199E-01,6.878511E-02,1.449177E-01
-9.21787,38.70000,9.691782E-02,2.100266E-01,6.849164E-02,1.505275E-01
-9.21787,38.80000,9.657947E-02,2.178742E-01,6.803920E-02,1.569742E-01
-9.21787,38.90000,9.606057E-02,2.237705E-01,6.740639E-02,1.584664E-01
-9.21787,39.00000,9.490721E-02,2.209083E-01,6.632431E-02,1.576835E-01
-9.21787,39.10000,9.313338E-02,2.148204E-01,6.489207E-02,1.525082E-01
-9.21787,39.20000,9.057412E-02,2.053406E-01,6.306519E-02,1.440141E-01
-9.21787,39.30000,8.807877E-02,1.968485E-01,6.086523E-02,1.376580E-01
-9.21787,39.40000,8.467557E-02,1.878491E-01,5.794548E-02,1.310302E-01
-9.21787,39.50000,7.989298E-02,1.713677E-01,5.524878E-02,1.190821E-01
-9.21787,39.60000,7.129668E-02,1.528682E-01,5.017178E-02,1.076690E-01
-9.21787,39.70000,6.508216E-02,1.390035E-01,4.618177E-02,9.868828E-02
-9.21787,39.80000,6.016390E-02,1.279298E-01,4.287339E-02,9.023544E-02
-9.21787,39.90000,5.532340E-02,1.195709E-01,3.958506E-02,8.390533E-02
-9.21787,40.00000,5.182529E-02,1.132711E-01,3.703345E-02,7.864650E-02
-9.11787,36.90000,1.203912E-01,2.135076E-01,1.042586E-01,2.037857E-01
-9.11787,37.00000,1.166752E-01,2.047386E-01,9.906744E-02,1.921866E-01
-9.11787,37.10000,1.117128E-01,1.953154E-01,9.372127E-02,1.805201E-01
-9.11787,37.20000,1.060758E-01,1.855975E-01,8.831930E-02,1.689497E-01
-9.11787,37.30000,9.949096E-02,1.733296E-01,8.278979E-02,1.553237E-01
-9.11787,37.40000,9.504031E-02,1.654388E-01,7.855476E-02,1.442541E-01
-9.11787,37.80000,9.423043E-02,1.781819E-01,7.265253E-02,1.358288E-01
-9.11787,37.90000,9.678407E-02,1.927382E-01,7.279726E-02,1.413614E-01
-9.11787,38.00000,9.845671E-02,1.928172E-01,7.237273E-02,1.390353E-01
-9.11787,38.10000,1.001636E-01,1.938265E-01,7.218128E-02,1.383707E-01
-9.11787,38.20000,9.967526E-02,1.947554E-01,7.145089E-02,1.382100E-01
-9.11787,38.30000,9.915157E-02,1.968387E-01,7.076759E-02,1.393242E-01
-9.11787,38.40000,9.910074E-02,2.001081E-01,7.050440E-02,1.414577E-01
-9.11787,38.50000,9.907188E-02,2.040588E-01,7.032132E-02,1.445038E-01
-9.11787,38.60000,9.898626E-02,2.095582E-01,7.009608E-02,1.490175E-01
-9.11787,38.70000,9.887847E-02,2.180975E-01,6.987633E-02,1.563870E-01
