lat,lon,region,vs30,vs30measured,xvf,z1pt0,z2pt5
40.7,-8.41787,5,800,TRUE,150,31.07,0.57
40.8,-8.41787,5,800,TRUE,150,31.07,0.57
40.9,-8.41787,5,800,TRUE,150,31.07,0.57
41,-8.41787,5,800,TRUE,150,31.07,0.57
41.1,-8.41787,5,800,TRUE,150,31.07,0.57
41.2,-8.41787,5,800,TRUE,150,31.07,0.57
41.3,-8.41787,5,800,TRUE,150,31.07,0.57
41.4,-8.41787,5,800,TRUE,150,31.07,0.57
41.5,-8.41787,5,800,TRUE,150,31.07,0.57
41.6,-8.41787,5,800,TRUE,150,31.07,0.57
41.7,-8.41787,5,800,TRUE,150,31.07,0.57
41.8,-8.41787,5,800,TRUE,150,31.07,0.57
41.9,-8.41787,5,800,TRUE,150,31.07,0.57
42,-8.41787,5,800,TRUE,150,31.07,0.57
42.1,-8.41787,5,800,TRUE,150,31.07,0.57
42.2,-8.41787,5,800,TRUE,150,31.07,0.57
36.9,-8.31787,0,800,TRUE,150,31.07,0.57
37,-8.31787,5,800,TRUE,150,31.07,0.57
37.1,-8.31787,5,800,TRUE,150,31.07,0.57
37.2,-8.31787,5,800,TRUE,150,31.07,0.57
37.3,-8.31787,5,800,TRUE,150,31.07,0.57
37.4,-8.31787,5,800,TRUE,150,31.07,0.57
37.5,-8.31787,5,800,TRUE,150,31.07,0.57
37.6,-8.31787,5,800,TRUE,150,31.07,0.57
37.7,-8.31787,5,800,TRUE,150,31.07,0.57
37.8,-8.31787,5,800,TRUE,150,31.07,0.57
37.9,-8.31787,5,800,TRUE,150,31.07,0.57
38,-8.31787,5,800,TRUE,150,31.07,0.57
38.1,-8.31787,5,800,TRUE,150,31.07,0.57
38.2,-8.31787,5,800,TRUE,150,31.07,0.57
38.3,-8.31787,5,800,TRUE,150,31.07,0.57
38.4,-8.31787,5,800,TRUE,150,31.07,0.57
38.5,-8.31787,5,800,TRUE,150,31.07,0.57
38.6,-8.31787,5,800,TRUE,150,31.07,0.57
38.7,-8.31787,5,800,TRUE,150,31.07,0.57
38.8,-8.31787,5,800,TRUE,150,31.07,0.57
38.9,-8.31787,5,800,TRUE,150,31.07,0.57
39,-8.31787,5,800,TRUE,150,31.07,0.57
39.1,-8.31787,5,800,TRUE,150,31.07,0.57
39.2,-8.31787,5,800,TRUE,150,31.07,0.57
39.3,-8.31787,5,800,TRUE,150,31.07,0.57
39.4,-8.31787,5,800,TRUE,150,31.07,0.57
39.5,-8.31787,5,800,TRUE,150,31.07,0.57
39.6,-8.31787,5,800,TRUE,150,31.07,0.57
39.7,-8.31787,5,800,TRUE,150,31.07,0.57
39.8,-8.31787,5,800,TRUE,150,31.07,0.57
39.9,-8.31787,5,800,TRUE,150,31.07,0.57
40,-8.31787,5,800,TRUE,150,31.07,0.57
40.1,-8.31787,5,800,TRUE,150,31.07,0.57
40.2,-8.31787,5,800,TRUE,150,31.07,0.57
40.3,-8.31787,5,800,TRUE,150,31.07,0.57
40.4,-8.31787,5,800,TRUE,150,31.07,0.57
40.5,-8.31787,5,800,TRUE,150,31.07,0.57
40.6,-8.31787,5,800,TRUE,150,31.07,0.57
40.7,-8.31787,5,800,TRUE,150,31.07,0.57
40.8,-8.31787,5,800,TRUE,150,31.07,0.57
40.9,-8.31787,5,800,TRUE,150,31.07,0.57
41,-8.31787,5,800,TRUE,150,31.07,0.57
41.1,-8.31787,5,800,TRUE,150,31.07,0.57
41.2,-8.31787,5,800,TRUE,150,31.07,0.57
41.3,-8.31787,5,800,TRUE,150,31.07,0.57
41.4,-8.31787,5,800,TRUE,150,31.07,0.57
41.5,-8.31787,5,800,TRUE,150,31.07,0.57
41.6,-8.31787,5,800,TRUE,150,31.07,0.57
41.7,-8.31787,5,800,TRUE,150,31.07,0.57
41.8,-8.31787,5,800,TRUE,150,31.07,0.57
41.9,-8.31787,5,800,TRUE,150,31.07,0.57
42,-8.31787,5,800,TRUE,150,31.07,0.57
42.1,-8.31787,5,800,TRUE,150,31.07,0.57
42.2,-8.31787,5,800,TRUE,150,31.07,0.57
36.9,-8.21787,0,800,TRUE,150,31.07,0.57
37,-8.21787,5,800,TRUE,150,31.07,0.57
37.1,-8.21787,5,800,TRUE,150,31.07,0.57
37.2,-8.21787,5,800,TRUE,150,31.07,0.57
37.3,-8.21787,5,800,TRUE,150,31.07,0.57
37.4,-8.21787,5,800,TRUE,150,31.07,0.57
37.5,-8.21787,5,800,TRUE,150,31.07,0.57
37.6,-8.21787,5,800,TRUE,150,31.07,0.57
37.7,-8.21787,5,800,TRUE,150,31.07,0.57
37.8,-8.21787,5,800,TRUE,150,31.07,0.57
37.9,-8.21787,5,800,TRUE,150,31.07,0.57
38,-8.21787,5,800,TRUE,150,31.07,0.57
38.1,-8.21787,5,800,TRUE,150,31.07,0.57
38.2,-8.21787,5,800,TRUE,150,31.07,0.57
38.3,-8.21787,5,800,TRUE,150,31.07,0.57
38.4,-8.21787,5,800,TRUE,150,31.07,0.57
38.5,-8.21787,5,800,TRUE,150,31.07,0.57
38.6,-8.21787,5,800,TRUE,150,31.07,0.57
38.7,-8.21787,5,800,TRUE,150,31.07,0.57
38.8,-8.21787,5,800,TRUE,150,31.07,0.57
38.9,-8.21787,5,800,TRUE,150,31.07,0.57
39,-8.21787,5,800,TRUE,150,31.07,0.57
39.1,-8.21787,5,800,TRUE,150,31.07,0.57
39.2,-8.21787,5,800,TRUE,150,31.07,0.57
39.3,-8.21787,5,800,TRUE,150,31.07,0.57
39.4,-8.21787,5,800,TRUE,150,31.07,0.57
39.5,-8.21787,5,800,TRUE,150,31.07,0.57
39.6,-8.21787,5,800,TRUE,150,31.07,0.57
39.7,-8.21787,5,800,TRUE,150,31.07,0.57
39.8,-8.21787,5,800,TRUE,150,31.07,0.57
39.9,-8.21787,5,800,TRUE,150,31.07,0.57
40,-8.21787,5,800,TRUE,150,31.07,0.57
40.1,-8.21787,5,800,TRUE,150,31.07,0.57
40.2,-8.21787,5,800,TRUE,150,31.07,0.57
40.3,-8.21787,5,800,TRUE,150,31.07,0.57
40.4,-8.21787,5,800,TRUE,150,31.07,0.57
40.5,-8.21787,5,800,TRUE,150,31.07,0.57
40.6,-8.21787,5,800,TRUE,150,31.07,0.57
40.7,-8.21787,5,800,TRUE,150,31.07,0.57
40.8,-8.21787,5,800,TRUE,150,31.07,0.57
40.9,-8.21787,5,800,TRUE,150,31.07,0.57
41,-8.21787,5,800,TRUE,150,31.07,0.57
41.1,-8.21787,5,800,TRUE,150,31.07,0.57
41.2,-8.21787,5,800,TRUE,150,31.07,0.57
41.3,-8.21787,5,800,TRUE,150,31.07,0.57
41.4,-8.21787,5,800,TRUE,150,31.07,0.57
41.5,-8.21787,5,800,TRUE,150,31.07,0.57
41.6,-8.21787,5,800,TRUE,150,31.07,0.57
41.7,-8.21787,5,800,TRUE,150,31.07,0.57
41.8,-8.21787,5,800,TRUE,150,31.07,0.57
41.9,-8.21787,5,800,TRUE,150,31.07,0.57
42,-8.21787,5,800,TRUE,150,31.07,0.57
42.1,-8.21787,5,800,TRUE,150,31.07,0.57
42.2,-8.21787,5,800,TRUE,150,31.07,0.57
36.9,-8.11787,0,800,TRUE,150,31.07,0.57
37,-8.11787,0,800,TRUE,150,31.07,0.57
37.1,-8.11787,5,800,TRUE,150,31.07,0.57
37.2,-8.11787,5,800,TRUE,150,31.07,0.57
37.3,-8.11787,5,800,TRUE,150,31.07,0.57
37.4,-8.11787,5,800,TRUE,150,31.07,0.57
37.5,-8.11787,5,800,TRUE,150,31.07,0.57
37.6,-8.11787,5,800,TRUE,150,31.07,0.57
37.7,-8.11787,5,800,TRUE,150,31.07,0.57
37.8,-8.11787,5,800,TRUE,150,31.07,0.57
37.9,-8.11787,5,800,TRUE,150,31.07,0.57
38,-8.11787,5,800,TRUE,150,31.07,0.57
38.1,-8.11787,5,800,TRUE,150,31.07,0.57
38.2,-8.11787,5,800,TRUE,150,31.07,0.57
38.3,-8.11787,5,800,TRUE,150,31.07,0.57
38.4,-8.11787,5,800,TRUE,150,31.07,0.57
38.5,-8.11787,5,800,TRUE,150,31.07,0.57
38.6,-8.11787,5,800,TRUE,150,31.07,0.57
38.7,-8.11787,5,800,TRUE,150,31.07,0.57
38.8,-8.11787,5,800,TRUE,150,31.07,0.57
38.9,-8.11787,5,800,TRUE,150,31.07,0.57
39,-8.11787,5,800,TRUE,150,31.07,0.57
39.1,-8.11787,5,800,TRUE,150,31.07,0.57
39.2,-8.11787,5,800,TRUE,150,31.07,0.57
39.3,-8.11787,5,800,TRUE,150,31.07,0.57
39.4,-8.11787,5,800,TRUE,150,31.07,0.57
39.5,-8.11787,5,800,TRUE,150,31.07,0.57
39.6,-8.11787,5,800,TRUE,150,31.07,0.57
39.7,-8.11787,5,800,TRUE,150,31.07,0.57
39.8,-8.11787,5,800,TRUE,150,31.07,0.57
39.9,-8.11787,5,800,TRUE,150,31.07,0.57
40,-8.11787,5,800,TRUE,150,31.07,0.57
40.1,-8.11787,5,800,TRUE,150,31.07,0.57
40.2,-8.11787,5,800,TRUE,150,31.07,0.57
40.3,-8.11787,5,800,TRUE,150,31.07,0.57
40.4,-8.11787,5,800,TRUE,150,31.07,0.57
40.5,-8.11787,5,800,TRUE,150,31.07,0.57
40.6,-8.11787,5,800,TRUE,150,31.07,0.57
40.7,-8.11787,5,800,TRUE,150,31.07,0.57
40.8,-8.11787,5,800,TRUE,150,31.07,0.57
40.9,-8.11787,5,800,TRUE,150,31.07,0.57
41,-8.11787,5,800,TRUE,150,31.07,0.57
41.1,-8.11787,5,800,TRUE,150,31.07,0.57
41.2,-8.11787,5,800,TRUE,150,31.07,0.57
41.3,-8.11787,5,800,TRUE,150,31.07,0.57
41.4,-8.11787,5,800,TRUE,150,31.07,0.57
41.5,-8.11787,5,800,TRUE,150,31.07,0.57
41.6,-8.11787,5,800,TRUE,150,31.07,0.57
41.7,-8.11787,5,800,TRUE,150,31.07,0.57
41.8,-8.11787,5,800,TRUE,150,31.07,0.57
41.9,-8.11787,5,800,TRUE,150,31.07,0.57
42,-8.11787,5,800,TRUE,150,31.07,0.57
42.1,-8.11787,5,800,TRUE,150,31.07,0.57
42.2,-8.11787,5,800,TRUE,150,31.07,0.57
36.9,-8.01787,0,800,TRUE,150,31.07,0.57
37,-8.01787,0,800,TRUE,150,31.07,0.57
37.1,-8.01787,5,800,TRUE,150,31.07,0.57
37.2,-8.01787,5,800,TRUE,150,31.07,0.57
37.3,-8.01787,5,800,TRUE,150,31.07,0.57
37.4,-8.01787,5,800,TRUE,150,31.07,0.57
37.5,-8.01787,5,800,TRUE,150,31.07,0.57
37.6,-8.01787,5,800,TRUE,150,31.07,0.57
37.7,-8.01787,5,800,TRUE,150,31.07,0.57
37.8,-8.01787,5,800,TRUE,150,31.07,0.57
37.9,-8.01787,5,800,TRUE,150,31.07,0.57
38,-8.01787,5,800,TRUE,150,31.07,0.57
38.1,-8.01787,5,800,TRUE,150,31.07,0.57
38.2,-8.01787,5,800,TRUE,150,31.07,0.57
38.3,-8.01787,5,800,TRUE,150,31.07,0.57
38.4,-8.01787,5,800,TRUE,150,31.07,0.57
38.5,-8.01787,5,800,TRUE,150,31.07,0.57
38.6,-8.01787,5,800,TRUE,150,31.07,0.57
38.7,-8.01787,5,800,TRUE,150,31.07,0.57
38.8,-8.01787,5,800,TRUE,150,31.07,0.57
38.9,-8.01787,5,800,TRUE,150,31.07,0.57
39,-8.01787,5,800,TRUE,150,31.07,0.57
39.1,-8.01787,5,800,TRUE,150,31.07,0.57
39.2,-8.01787,5,800,TRUE,150,31.07,0.57
39.3,-8.01787,5,800,TRUE,150,31.07,0.57
39.4,-8.01787,5,800,TRUE,150,31.07,0.57
39.5,-8.01787,5,800,TRUE,150,31.07,0.57
39.6,-8.01787,5,800,TRUE,150,31.07,0.57
39.7,-8.01787,5,800,TRUE,150,31.07,0.57
39.8,-8.01787,5,800,TRUE,150,31.07,0.57
39.9,-8.01787,5,800,TRUE,150,31.07,0.57
40,-8.01787,5,800,TRUE,150,31.07,0.57
40.1,-8.01787,5,800,TRUE,150,31.07,0.57
40.2,-8.01787,5,800,TRUE,150,31.07,0.57
40.3,-8.01787,5,800,TRUE,150,31.07,0.57
40.4,-8.01787,5,800,TRUE,150,31.07,0.57
40.5,-8.01787,5,800,TRUE,150,31.07,0.57
40.6,-8.01787,5,800,TRUE,150,31.07,0.57
40.7,-8.01787,5,800,TRUE,150,31.07,0.57
40.8,-8.01787,5,800,TRUE,150,31.07,0.57
40.9,-8.01787,5,800,TRUE,150,31.07,0.57
41,-8.01787,5,800,TRUE,150,31.07,0.57
41.1,-8.01787,5,800,TRUE,150,31.07,0.57
41.2,-8.01787,5,800,TRUE,150,31.07,0.57
41.3,-8.01787,5,800,TRUE,150,31.07,0.57
41.4,-8.01787,5,800,TRUE,150,31.07,0.57
41.5,-8.01787,5,800,TRUE,150,31.07,0.57
41.6,-8.01787,5,800,TRUE,150,31.07,0.57
41.7,-8.01787,5,800,TRUE,150,31.07,0.57
41.8,-8.01787,5,800,TRUE,150,31.07,0.57
41.9,-8.01787,5,800,TRUE,150,31.07,0.57
42,-8.01787,5,800,TRUE,150,31.07,0.57
42.1,-8.01787,5,800,TRUE,150,31.07,0.57
42.2,-8.01787,5,800,TRUE,150,31.07,0.57
36.9,-7.91787,0,800,TRUE,150,31.07,0.57
37,-7.91787,0,800,TRUE,150,31.07,0.57
37.1,-7.91787,5,800,TRUE,150,31.07,0.57
37.2,-7.91787,5,800,TRUE,150,31.07,0.57
37.3,-7.91787,5,800,TRUE,150,31.07,0.57
37.4,-7.91787,5,800,TRUE,150,31.07,0.57
37.5,-7.91787,5,800,TRUE,150,31.07,0.57
37.6,-7.91787,5,800,TRUE,150,31.07,0.57
37.7,-7.91787,5,800,TRUE,150,31.07,0.57
37.8,-7.91787,5,800,TRUE,150,31.07,0.57
37.9,-7.91787,5,800,TRUE,150,31.07,0.57
38,-7.91787,5,800,TRUE,150,31.07,0.57
38.1,-7.91787,5,800,TRUE,150,31.07,0.57
38.2,-7.91787,5,800,TRUE,150,31.07,0.57
38.3,-7.91787,5,800,TRUE,150,31.07,0.57
38.4,-7.91787,5,800,TRUE,150,31.07,0.57
38.5,-7.91787,5,800,TRUE,150,31.07,0.57
38.6,-7.91787,5,800,TRUE,150,31.07,0.57
38.7,-7.91787,5,800,TRUE,150,31.07,0.57
38.8,-7.91787,5,800,TRUE,150,31.07,0.57
38.9,-7.91787,5,800,TRUE,150,31.07,0.57
39,-7.91787,5,800,TRUE,150,31.07,0.57
39.1,-7.91787,5,800,TRUE,150,31.07,0.57
39.2,-7.91787,5,800,TRUE,150,31.07,0.57
39.3,-7.91787,5,800,TRUE,150,31.07,0.57
39.4,-7.91787,5,800,TRUE,150,31.07,0.57
39.5,-7.91787,5,800,TRUE,150,31.07,0.57
39.6,-7.91787,5,800,TRUE,150,31.07,0.57
39.7,-7.91787,5,800,TRUE,150,31.07,0.57
39.8,-7.91787,5,800,TRUE,150,31.07,0.57
39.9,-7.91787,5,800,TRUE,150,31.07,0.57
40,-7.91787,5,800,TRUE,150,31.07,0.57
40.1,-7.91787,5,800,TRUE,150,31.07,0.57
40.2,-7.91787,5,800,TRUE,150,31.07,0.57
40.3,-7.91787,5,800,TRUE,150,31.07,0.57
40.4,-7.91787,5,800,TRUE,150,31.07,0.57
40.5,-7.91787,5,800,TRUE,150,31.07,0.57
40.6,-7.91787,5,800,TRUE,150,31.07,0.57
40.7,-7.91787,5,800,TRUE,150,31.07,0.57
40.8,-7.91787,5,800,TRUE,150,31.07,0.57
40.9,-7.91787,5,800,TRUE,150,31.07,0.57
41,-7.91787,5,800,TRUE,150,31.07,0.57
41.1,-7.91787,5,800,TRUE,150,31.07,0.57
41.2,-7.91787,5,800,TRUE,150,31.07,0.57
41.3,-7.91787,5,800,TRUE,150,31.07,0.57
41.4,-7.91787,5,800,TRUE,150,31.07,0.57
41.5,-7.91787,5,800,TRUE,150,31.07,0.57
41.6,-7.91787,5,800,TRUE,150,31.07,0.57
41.7,-7.91787,5,800,TRUE,150,31.07,0.57
41.8,-7.91787,5,800,TRUE,150,31.07,0.57
41.9,-7.91787,5,800,TRUE,150,31.07,0.57
42,-7.91787,5,800,TRUE,150,31.07,0.57
42.1,-7.91787,5,800,TRUE,150,31.07,0.57
42.2,-7.91787,5,800,TRUE,150,31.07,0.57
36.9,-7.81787,0,800,TRUE,150,31.07,0.57
37,-7.81787,0,800,TRUE,150,31.07,0.57
37.1,-7.81787,5,800,TRUE,150,31.07,0.57
37.2,-7.81787,5,800,TRUE,150,31.07,0.57
37.3,-7.81787,5,800,TRUE,150,31.07,0.57
37.4,-7.81787,5,800,TRUE,150,31.07,0.57
37.5,-7.81787,5,800,TRUE,150,31.07,0.57
37.6,-7.81787,5,800,TRUE,150,31.07,0.57
37.7,-7.81787,5,800,TRUE,150,31.07,0.57
37.8,-7.81787,5,800,TRUE,150,31.07,0.57
37.9,-7.81787,5,800,TRUE,150,31.07,0.57
38,-7.81787,5,800,TRUE,150,31.07,0.57
38.1,-7.81787,5,800,TRUE,150,31.07,0.57
38.2,-7.81787,5,800,TRUE,150,31.07,0.57
38.3,-7.81787,5,800,TRUE,150,31.07,0.57
38.4,-7.81787,5,800,TRUE,150,31.07,0.57
38.5,-7.81787,5,800,TRUE,150,31.07,0.57
38.6,-7.81787,5,800,TRUE,150,31.07,0.57
38.7,-7.81787,5,800,TRUE,150,31.07,0.57
38.8,-7.81787,5,800,TRUE,150,31.07,0.57
38.9,-7.81787,5,800,TRUE,150,31.07,0.57
39,-7.81787,5,800,TRUE,150,31.07,0.57
39.1,-7.81787,5,800,TRUE,150,31.07,0.57
39.2,-7.81787,5,800,TRUE,150,31.07,0.57
39.3,-7.81787,5,800,TRUE,150,31.07,0.57
39.4,-7.81787,5,800,TRUE,150,31.07,0.57
39.5,-7.81787,5,800,TRUE,150,31.07,0.57
39.6,-7.81787,5,800,TRUE,150,31.07,0.57
39.7,-7.81787,5,800,TRUE,150,31.07,0.57
39.8,-7.81787,5,800,TRUE,150,31.07,0.57
39.9,-7.81787,5,800,TRUE,150,31.07,0.57
40,-7.81787,5,800,TRUE,150,31.07,0.57
40.1,-7.81787,5,800,TRUE,150,31.07,0.57
40.2,-7.81787,5,800,TRUE,150,31.07,0.57
40.3,-7.81787,5,800,TRUE,150,31.07,0.57
40.4,-7.81787,5,800,TRUE,150,31.07,0.57
40.5,-7.81787,5,800,TRUE,150,31.07,0.57
40.6,-7.81787,5,800,TRUE,150,31.07,0.57
40.7,-7.81787,5,800,TRUE,150,31.07,0.57
40.8,-7.81787,5,800,TRUE,150,31.07,0.57
40.9,-7.81787,5,800,TRUE,150,31.07,0.57
41,-7.81787,5,800,TRUE,150,31.07,0.57
41.1,-7.81787,5,800,TRUE,150,31.07,0.57
41.2,-7.81787,5,800,TRUE,150,31.07,0.57
41.3,-7.81787,5,800,TRUE,150,31.07,0.57
41.4,-7.81787,5,800,TRUE,150,31.07,0.57
41.5,-7.81787,5,800,TRUE,150,31.07,0.57
41.6,-7.81787,5,800,TRUE,150,31.07,0.57
41.7,-7.81787,5,800,TRUE,150,31.07,0.57
41.8,-7.81787,5,800,TRUE,150,31.07,0.57
41.9,-7.81787,5,800,TRUE,150,31.07,0.57
42,-7.81787,5,800,TRUE,150,31.07,0.57
42.1,-7.81787,5,800,TRUE,150,31.07,0.57
42.2,-7.81787,5,800,TRUE,150,31.07,0.57
36.9,-7.71787,0,800,TRUE,150,31.07,0.57
37,-7.71787,0,800,TRUE,150,31.07,0.57
37.1,-7.71787,5,800,TRUE,150,31.07,0.57
37.2,-7.71787,5,800,TRUE,150,31.07,0.57
37.3,-7.71787,5,800,TRUE,150,31.07,0.57
37.4,-7.71787,5,800,TRUE,150,31.07,0.57
37.5,-7.71787,5,800,TRUE,150,31.07,0.57
37.6,-7.71787,5,800,TRUE,150,31.07,0.57
37.7,-7.71787,5,800,TRUE,150,31.07,0.57
37.8,-7.71787,5,800,TRUE,150,31.07,0.57
37.9,-7.71787,5,800,TRUE,150,31.07,0.57
38,-7.71787,5,800,TRUE,150,31.07,0.57
38.1,-7.71787,5,800,TRUE,150,31.07,0.57
38.2,-7.71787,5,800,TRUE,150,31.07,0.57
38.3,-7.71787,5,800,TRUE,150,31.07,0.57
38.4,-7.71787,5,800,TRUE,150,31.07,0.57
38.5,-7.71787,5,800,TRUE,150,31.07,0.57
38.6,-7.71787,5,800,TRUE,150,31.07,0.57
38.7,-7.71787,5,800,TRUE,150,31.07,0.57
38.8,-7.71787,5,800,TRUE,150,31.07,0.57
38.9,-7.71787,5,800,TRUE,150,31.07,0.57
39,-7.71787,5,800,TRUE,150,31.07,0.57
39.1,-7.71787,5,800,TRUE,150,31.07,0.57
39.2,-7.71787,5,800,TRUE,150,31.07,0.57
39.3,-7.71787,5,800,TRUE,150,31.07,0.57
39.4,-7.71787,5,800,TRUE,150,31.07,0.57
39.5,-7.71787,5,800,TRUE,150,31.07,0.57
39.6,-7.71787,5,800,TRUE,150,31.07,0.57
39.7,-7.71787,5,800,TRUE,150,31.07,0.57
39.8,-7.71787,5,800,TRUE,150,31.07,0.57
39.9,-7.71787,5,800,TRUE,150,31.07,0.57
40,-7.71787,5,800,TRUE,150,31.07,0.57
40.1,-7.71787,5,800,TRUE,150,31.07,0.57
40.2,-7.71787,5,800,TRUE,150,31.07,0.57
40.3,-7.71787,5,800,TRUE,150,31.07,0.57
40.4,-7.71787,5,800,TRUE,150,31.07,0.57
40.5,-7.71787,5,800,TRUE,150,31.07,0.57
40.6,-7.71787,5,800,TRUE,150,31.07,0.57
40.7,-7.71787,5,800,TRUE,150,31.07,0.57
40.8,-7.71787,5,800,TRUE,150,31.07,0.57
40.9,-7.71787,5,800,TRUE,150,31.07,0.57
41,-7.71787,5,800,TRUE,150,31.07,0.57
41.1,-7.71787,5,800,TRUE,150,31.07,0.57
41.2,-7.71787,5,800,TRUE,150,31.07,0.57
41.3,-7.71787,5,800,TRUE,150,31.07,0.57
41.4,-7.71787,5,800,TRUE,150,31.07,0.57
41.5,-7.71787,5,800,TRUE,150,31.07,0.57
41.6,-7.71787,5,800,TRUE,150,31.07,0.57
41.7,-7.71787,5,800,TRUE,150,31.07,0.57
41.8,-7.71787,5,800,TRUE,150,31.07,0.57
41.9,-7.71787,5,800,TRUE,150,31.07,0.57
42,-7.71787,5,800,TRUE,150,31.07,0.57
42.1,-7.71787,5,800,TRUE,150,31.07,0.57
42.2,-7.71787,5,800,TRUE,150,31.07,0.57
36.9,-7.61787,0,800,TRUE,150,31.07,0.57
37,-7.61787,0,800,TRUE,150,31.07,0.57
37.1,-7.61787,0,800,TRUE,150,31.07,0.57
37.2,-7.61787,5,800,TRUE,150,31.07,0.57
37.3,-7.61787,5,800,TRUE,150,31.07,0.57
37.4,-7.61787,5,800,TRUE,150,31.07,0.57
37.5,-7.61787,5,800,TRUE,150,31.07,0.57
37.6,-7.61787,5,800,TRUE,150,31.07,0.57
37.7,-7.61787,5,800,TRUE,150,31.07,0.57
37.8,-7.61787,5,800,TRUE,150,31.07,0.57
37.9,-7.61787,5,800,TRUE,150,31.07,0.57
38,-7.61787,5,800,TRUE,150,31.07,0.57
38.1,-7.61787,5,800,TRUE,150,31.07,0.57
38.2,-7.61787,5,800,TRUE,150,31.07,0.57
38.3,-7.61787,5,800,TRUE,150,31.07,0.57
38.4,-7.61787,5,800,TRUE,150,31.07,0.57
38.5,-7.61787,5,800,TRUE,150,31.07,0.57
38.6,-7.61787,5,800,TRUE,150,31.07,0.57
38.7,-7.61787,5,800,TRUE,150,31.07,0.57
38.8,-7.61787,5,800,TRUE,150,31.07,0.57
38.9,-7.61787,5,800,TRUE,150,31.07,0.57
39,-7.61787,5,800,TRUE,150,31.07,0.57
39.1,-7.61787,5,800,TRUE,150,31.07,0.57
39.2,-7.61787,5,800,TRUE,150,31.07,0.57
39.3,-7.61787,5,800,TRUE,150,31.07,0.57
39.4,-7.61787,5,800,TRUE,150,31.07,0.57
39.5,-7.61787,5,800,TRUE,150,31.07,0.57
39.6,-7.61787,5,800,TRUE,150,31.07,0.57
39.7,-7.61787,5,800,TRUE,150,31.07,0.57
39.8,-7.61787,5,800,TRUE,150,31.07,0.57
39.9,-7.61787,5,800,TRUE,150,31.07,0.57
40,-7.61787,5,800,TRUE,150,31.07,0.57
40.1,-7.61787,5,800,TRUE,150,31.07,0.57
40.2,-7.61787,5,800,TRUE,150,31.07,0.57
40.3,-7.61787,5,800,TRUE,150,31.07,0.57
40.4,-7.61787,5,800,TRUE,150,31.07,0.57
40.5,-7.61787,5,800,TRUE,150,31.07,0.57
40.6,-7.61787,5,800,TRUE,150,31.07,0.57
40.7,-7.61787,5,800,TRUE,150,31.07,0.57
40.8,-7.61787,5,800,TRUE,150,31.07,0.57
40.9,-7.61787,5,800,TRUE,150,31.07,0.57
41,-7.61787,5,800,TRUE,150,31.07,0.57
41.1,-7.61787,5,800,TRUE,150,31.07,0.57
41.2,-7.61787,5,800,TRUE,150,31.07,0.57
41.3,-7.61787,5,800,TRUE,150,31.07,0.57
41.4,-7.61787,5,800,TRUE,150,31.07,0.57
41.5,-7.61787,5,800,TRUE,150,31.07,0.57
41.6,-7.61787,5,800,TRUE,150,31.07,0.57
41.7,-7.61787,5,800,TRUE,150,31.07,0.57
41.8,-7.61787,5,800,TRUE,150,31.07,0.57
41.9,-7.61787,5,800,TRUE,150,31.07,0.57
42,-7.61787,5,800,TRUE,150,31.07,0.57
42.1,-7.61787,5,800,TRUE,150,31.07,0.57
42.2,-7.61787,5,800,TRUE,150,31.07,0.57
36.9,-7.51787,0,800,TRUE,150,31.07,0.57
37,-7.51787,0,800,TRUE,150,31.07,0.57
37.1,-7.51787,0,800,TRUE,150,31.07,0.57
37.2,-7.51787,5,800,TRUE,150,31.07,0.57
37.3,-7.51787,5,800,TRUE,150,31.07,0.57
37.4,-7.51787,5,800,TRUE,150,31.07,0.57
37.5,-7.51787,5,800,TRUE,150,31.07,0.57
37.6,-7.51787,5,800,TRUE,150,31.07,0.57
37.7,-7.51787,5,800,TRUE,150,31.07,0.57
37.8,-7.51787,5,800,TRUE,150,31.07,0.57
37.9,-7.51787,5,800,TRUE,150,31.07,0.57
38,-7.51787,5,800,TRUE,150,31.07,0.57
38.1,-7.51787,5,800,TRUE,150,31.07,0.57
38.2,-7.51787,5,800,TRUE,150,31.07,0.57
38.3,-7.51787,5,800,TRUE,150,31.07,0.57
38.4,-7.51787,5,800,TRUE,150,31.07,0.57
38.5,-7.51787,5,800,TRUE,150,31.07,0.57
38.6,-7.51787,5,800,TRUE,150,31.07,0.57
38.7,-7.51787,5,800,TRUE,150,31.07,0.57
38.8,-7.51787,5,800,TRUE,150,31.07,0.57
38.9,-7.51787,5,800,TRUE,150,31.07,0.57
39,-7.51787,5,800,TRUE,150,31.07,0.57
39.1,-7.51787,5,800,TRUE,150,31.07,0.57
39.2,-7.51787,5,800,TRUE,150,31.07,0.57
39.3,-7.51787,5,800,TRUE,150,31.07,0.57
39.4,-7.51787,5,800,TRUE,150,31.07,0.57
39.5,-7.51787,5,800,TRUE,150,31.07,0.57
39.6,-7.51787,5,800,TRUE,150,31.07,0.57
39.7,-7.51787,5,800,TRUE,150,31.07,0.57
39.8,-7.51787,5,800,TRUE,150,31.07,0.57
39.9,-7.51787,5,800,TRUE,150,31.07,0.57
40,-7.51787,5,800,TRUE,150,31.07,0.57
40.1,-7.51787,5,800,TRUE,150,31.07,0.57
40.2,-7.51787,5,800,TRUE,150,31.07,0.57
40.3,-7.51787,5,800,TRUE,150,31.07,0.57
40.4,-7.51787,5,800,TRUE,150,31.07,0.57
40.5,-7.51787,5,800,TRUE,150,31.07,0.57
