#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"generated_by='OpenQuake engine 3.25.0-git8d6ee50a21', start_date='2026-03-08T18:32:41', checksum=2193952283, kind='quantile-0.05', investigation_time=1.0"
lon,lat,PGA-0.002105,PGA-0.000404,SA(0.05)-0.002105,SA(0.05)-0.000404,SA(0.1)-0.002105,SA(0.1)-0.000404,SA(0.15)-0.002105,SA(0.15)-0.000404,SA(0.2)-0.002105,SA(0.2)-0.000404,SA(0.25)-0.002105,SA(0.25)-0.000404,SA(0.3)-0.002105,SA(0.3)-0.000404,SA(0.35)-0.002105,SA(0.35)-0.000404,SA(0.4)-0.002105,SA(0.4)-0.000404,SA(0.5)-0.002105,SA(0.5)-0.000404,SA(0.6)-0.002105,SA(0.6)-0.000404,SA(0.75)-0.002105,SA(0.75)-0.000404,SA(1.0)-0.002105,SA(1.0)-0.000404,SA(2.0)-0.002105,SA(2.0)-0.000404,SA(3.0)-0.002105,SA(3.0)-0.000404,SA(4.0)-0.002105,SA(4.0)-0.000404
-9.71787,38.60000,1.028254E-01,2.341387E-01,1.343901E-01,3.077904E-01,2.072257E-01,4.833871E-01,2.248006E-01,5.275572E-01,2.126229E-01,4.955322E-01,1.840374E-01,4.190085E-01,1.548504E-01,3.452036E-01,1.367449E-01,2.946250E-01,1.251574E-01,2.604347E-01,1.108356E-01,2.224073E-01,9.450973E-02,1.874557E-01,7.847483E-02,1.563425E-01,5.789169E-02,1.169541E-01,2.901636E-02,6.004394E-02,1.831446E-02,3.855805E-02,1.386847E-02,2.959002E-02
-9.71787,38.70000,1.023667E-01,2.310943E-01,1.339137E-01,3.041032E-01,2.066404E-01,4.774468E-01,2.241187E-01,5.212964E-01,2.117662E-01,4.888576E-01,1.829253E-01,4.135825E-01,1.533850E-01,3.407976E-01,1.348355E-01,2.899924E-01,1.228688E-01,2.556048E-01,1.084631E-01,2.175785E-01,9.209960E-02,1.826450E-01,7.646707E-02,1.522812E-01,5.641054E-02,1.137144E-01,2.820559E-02,5.828084E-02,1.784046E-02,3.748731E-02,1.353430E-02,2.884844E-02
-9.71787,38.80000,1.018695E-01,2.300339E-01,1.333414E-01,3.027771E-01,2.058224E-01,4.752760E-01,2.232015E-01,5.190881E-01,2.108222E-01,4.865609E-01,1.818903E-01,4.117125E-01,1.520852E-01,3.389161E-01,1.332204E-01,2.878938E-01,1.209408E-01,2.529491E-01,1.063982E-01,2.143314E-01,8.998659E-02,1.791466E-01,7.469604E-02,1.491081E-01,5.500709E-02,1.108386E-01,2.747461E-02,5.676928E-02,1.740883E-02,3.654536E-02,1.322878E-02,2.817171E-02
-9.71787,38.90000,1.015966E-01,2.299683E-01,1.330365E-01,3.026872E-01,2.054261E-01,4.751526E-01,2.227630E-01,5.189840E-01,2.103098E-01,4.864332E-01,1.812251E-01,4.115013E-01,1.511392E-01,3.385125E-01,1.319280E-01,2.869654E-01,1.193092E-01,2.512991E-01,1.045692E-01,2.117814E-01,8.808482E-02,1.762236E-01,7.307156E-02,1.463146E-01,5.360369E-02,1.082726E-01,2.678900E-02,5.537666E-02,1.700110E-02,3.566724E-02,1.293934E-02,2.753775E-02
-9.71787,39.00000,1.009351E-01,2.301226E-01,1.321927E-01,3.027791E-01,2.041437E-01,4.753431E-01,2.213391E-01,5.193388E-01,2.089169E-01,4.868251E-01,1.799023E-01,4.116567E-01,1.496975E-01,3.384421E-01,1.303291E-01,2.863578E-01,1.174864E-01,2.500158E-01,1.026801E-01,2.095465E-01,8.618926E-02,1.735972E-01,7.146891E-02,1.437377E-01,5.223244E-02,1.058986E-01,2.612551E-02,5.406752E-02,1.660821E-02,3.483720E-02,1.266146E-02,2.693707E-02
-9.61787,38.50000,1.048693E-01,2.339549E-01,1.371025E-01,3.078475E-01,2.115111E-01,4.834307E-01,2.295167E-01,5.271453E-01,2.169940E-01,4.950160E-01,1.877465E-01,4.188674E-01,1.582687E-01,3.454866E-01,1.397757E-01,2.955573E-01,1.279888E-01,2.619835E-01,1.131649E-01,2.245023E-01,9.638938E-02,1.898366E-01,8.011956E-02,1.585129E-01,5.907912E-02,1.187268E-01,2.962724E-02,6.111547E-02,1.865877E-02,3.922049E-02,1.410370E-02,3.006723E-02
-9.61787,38.60000,1.045972E-01,2.320056E-01,1.368845E-01,3.055879E-01,2.113611E-01,4.798428E-01,2.293070E-01,5.231710E-01,2.165450E-01,4.905619E-01,1.869215E-01,4.150373E-01,1.570350E-01,3.421249E-01,1.380035E-01,2.917250E-01,1.258014E-01,2.577194E-01,1.108555E-01,2.199888E-01,9.427803E-02,1.851982E-01,7.812192E-02,1.545265E-01,5.759750E-02,1.156693E-01,2.880977E-02,5.933746E-02,1.817908E-02,3.813580E-02,1.376523E-02,2.930812E-02
-9.61787,38.70000,1.036654E-01,2.289266E-01,1.357604E-01,3.017349E-01,2.096852E-01,4.735493E-01,2.274330E-01,5.167395E-01,2.146826E-01,4.839629E-01,1.851061E-01,4.098502E-01,1.550576E-01,3.376524E-01,1.358296E-01,2.874602E-01,1.233979E-01,2.532576E-01,1.084354E-01,2.155649E-01,9.185665E-02,1.807920E-01,7.614446E-02,1.508066E-01,5.615015E-02,1.125156E-01,2.802740E-02,5.770142E-02,1.772449E-02,3.713850E-02,1.344614E-02,2.859864E-02
-9.61787,38.80000,1.032093E-01,2.279879E-01,1.352220E-01,3.005174E-01,2.089023E-01,4.715205E-01,2.265947E-01,5.147397E-01,2.138523E-01,4.820245E-01,1.842041E-01,4.083937E-01,1.539119E-01,3.362916E-01,1.343714E-01,2.858430E-01,1.216237E-01,2.510610E-01,1.065198E-01,2.126507E-01,8.990782E-02,1.776085E-01,7.447805E-02,1.478842E-01,5.477613E-02,1.098539E-01,2.732694E-02,5.628229E-02,1.731111E-02,3.624928E-02,1.315381E-02,2.795763E-02
-9.61787,38.90000,1.029445E-01,2.279789E-01,1.349225E-01,3.004947E-01,2.085148E-01,4.715000E-01,2.261714E-01,5.147525E-01,2.133497E-01,4.820330E-01,1.835544E-01,4.083091E-01,1.529987E-01,3.360189E-01,1.331314E-01,2.851060E-01,1.200534E-01,2.496274E-01,1.047726E-01,2.102164E-01,8.810008E-02,1.748054E-01,7.291124E-02,1.452007E-01,5.340537E-02,1.073851E-01,2.665563E-02,5.493933E-02,1.691266E-02,3.540294E-02,1.287161E-02,2.734703E-02
