#,,,,,,,,,,,,,,,,,,,,,,,,,,,"generated_by='OpenQuake engine 3.25.0-git8d6ee50a21', start_date='2026-03-08T22:08:17', checksum=2606410892, kind='quantile-0.95', investigation_time=1.0"
lon,lat,0.002105~PGA,0.002105~SA(0.05),0.002105~SA(0.1),0.002105~SA(0.15),0.002105~SA(0.2),0.002105~SA(0.25),0.002105~SA(0.3),0.002105~SA(0.35),0.002105~SA(0.4),0.002105~SA(0.5),0.002105~SA(0.6),0.002105~SA(0.75),0.002105~SA(1.0),0.000404~PGA,0.000404~SA(0.05),0.000404~SA(0.1),0.000404~SA(0.15),0.000404~SA(0.2),0.000404~SA(0.25),0.000404~SA(0.3),0.000404~SA(0.35),0.000404~SA(0.4),0.000404~SA(0.5),0.000404~SA(0.6),0.000404~SA(0.75),0.000404~SA(1.0)
-9.41787,38.80000,1.682270E-01,2.940036E-01,3.521113E-01,3.560761E-01,3.360075E-01,3.090244E-01,2.804965E-01,2.563367E-01,2.394902E-01,1.944583E-01,1.698168E-01,1.406399E-01,1.130841E-01,3.175063E-01,5.648980E-01,6.509469E-01,6.488795E-01,6.066666E-01,5.681456E-01,5.348653E-01,5.033886E-01,4.749715E-01,3.569110E-01,3.218039E-01,2.700846E-01,2.276630E-01
-9.41787,38.90000,1.654956E-01,2.841598E-01,3.422792E-01,3.460191E-01,3.260864E-01,2.990220E-01,2.710578E-01,2.470638E-01,2.298105E-01,1.875806E-01,1.622013E-01,1.352399E-01,1.076774E-01,3.126543E-01,5.660387E-01,6.445694E-01,6.424827E-01,5.957198E-01,5.567383E-01,5.290524E-01,4.936289E-01,4.680266E-01,3.450362E-01,3.109815E-01,2.613665E-01,2.179650E-01
-9.41787,39.00000,1.572337E-01,2.723649E-01,3.209085E-01,3.267162E-01,3.084853E-01,2.844570E-01,2.588951E-01,2.362504E-01,2.198462E-01,1.775859E-01,1.554931E-01,1.276681E-01,1.024058E-01,3.072321E-01,5.656956E-01,6.204652E-01,6.191795E-01,5.698349E-01,5.369013E-01,5.099705E-01,4.836863E-01,4.604964E-01,3.332033E-01,3.000508E-01,2.496471E-01,2.075482E-01
-9.41787,39.10000,1.457437E-01,2.600450E-01,2.917340E-01,2.909929E-01,2.759847E-01,2.597249E-01,2.412928E-01,2.171300E-01,2.058803E-01,1.647644E-01,1.458858E-01,1.189485E-01,9.574626E-02,3.008567E-01,5.549557E-01,5.684471E-01,5.470703E-01,5.218360E-01,5.045093E-01,4.849330E-01,4.610997E-01,4.400324E-01,3.096211E-01,2.792363E-01,2.384833E-01,1.951283E-01
-9.41787,39.20000,1.392940E-01,2.513363E-01,2.744128E-01,2.736681E-01,2.604088E-01,2.480045E-01,2.282127E-01,2.127916E-01,1.970667E-01,1.580563E-01,1.392759E-01,1.154601E-01,9.253180E-02,2.937913E-01,5.413590E-01,5.544428E-01,5.297439E-01,5.065070E-01,4.887297E-01,4.631650E-01,4.433653E-01,4.250045E-01,3.032782E-01,2.730655E-01,2.317063E-01,1.888961E-01
-9.41787,39.30000,1.340214E-01,2.443413E-01,2.652408E-01,2.640760E-01,2.506666E-01,2.370173E-01,2.186896E-01,2.036872E-01,1.914880E-01,1.493301E-01,1.306269E-01,1.073681E-01,8.668613E-02,2.852684E-01,5.259314E-01,5.393775E-01,5.148544E-01,4.908578E-01,4.694319E-01,4.375102E-01,4.164574E-01,3.954931E-01,2.933579E-01,2.602032E-01,2.248259E-01,1.822397E-01
-9.41787,39.40000,1.290652E-01,2.368605E-01,2.568508E-01,2.547486E-01,2.405246E-01,2.251190E-01,2.088449E-01,1.920730E-01,1.829846E-01,1.415683E-01,1.242270E-01,1.030933E-01,8.282038E-02,2.767762E-01,5.108839E-01,5.239545E-01,5.044729E-01,4.777046E-01,4.501558E-01,4.234325E-01,3.991083E-01,3.727847E-01,2.802810E-01,2.478566E-01,2.113477E-01,1.698685E-01
-9.41787,39.50000,1.248555E-01,2.271661E-01,2.425258E-01,2.457310E-01,2.335414E-01,2.169281E-01,1.976083E-01,1.842109E-01,1.733124E-01,1.359468E-01,1.192173E-01,9.747264E-02,7.759628E-02,2.647457E-01,4.887796E-01,5.051945E-01,4.904921E-01,4.649841E-01,4.290103E-01,3.997717E-01,3.713846E-01,3.502254E-01,2.623544E-01,2.325179E-01,1.982970E-01,1.631226E-01
-9.41787,39.60000,1.193380E-01,2.133582E-01,2.353085E-01,2.348974E-01,2.238332E-01,2.080528E-01,1.902754E-01,1.753318E-01,1.648058E-01,1.283320E-01,1.120837E-01,9.312455E-02,7.416868E-02,2.550642E-01,4.631343E-01,4.840520E-01,4.697242E-01,4.472830E-01,4.110217E-01,3.759201E-01,3.472084E-01,3.305230E-01,2.444805E-01,2.193380E-01,1.849674E-01,1.506052E-01
-9.31787,38.20000,1.711184E-01,2.872159E-01,3.554361E-01,3.712951E-01,3.450240E-01,3.227260E-01,2.929748E-01,2.723230E-01,2.528339E-01,2.096167E-01,1.876014E-01,1.459534E-01,1.302062E-01,3.208384E-01,5.667081E-01,6.602743E-01,6.804631E-01,6.300279E-01,5.916739E-01,5.406674E-01,5.071215E-01,4.734400E-01,3.861876E-01,3.538996E-01,2.815569E-01,2.655120E-01
-9.31787,38.30000,1.763767E-01,3.026219E-01,3.662111E-01,3.813605E-01,3.556458E-01,3.320400E-01,2.994902E-01,2.762224E-01,2.548654E-01,2.097841E-01,1.862725E-01,1.490900E-01,1.277059E-01,3.298522E-01,5.730048E-01,6.866662E-01,6.950310E-01,6.483474E-01,6.046168E-01,5.534552E-01,5.200963E-01,4.833733E-01,3.885889E-01,3.507688E-01,2.873988E-01,2.578183E-01
-9.31787,38.40000,1.786889E-01,3.108064E-01,3.731588E-01,3.845364E-01,3.587985E-01,3.333071E-01,3.003642E-01,2.761164E-01,2.545475E-01,2.100590E-01,1.857787E-01,1.500212E-01,1.252746E-01,3.331082E-01,5.799730E-01,6.912009E-01,6.922508E-01,6.484058E-01,6.058788E-01,5.553420E-01,5.213719E-01,4.914312E-01,3.862562E-01,3.484738E-01,2.893014E-01,2.513821E-01
-9.31787,38.50000,1.780138E-01,3.127762E-01,3.780106E-01,3.804149E-01,3.560241E-01,3.296282E-01,2.978413E-01,2.719215E-01,2.498227E-01,2.063474E-01,1.822458E-01,1.495373E-01,1.230670E-01,3.338349E-01,5.832767E-01,6.910505E-01,6.876219E-01,6.426225E-01,6.010080E-01,5.565892E-01,5.167176E-01,4.946354E-01,3.793654E-01,3.425688E-01,2.879473E-01,2.447817E-01
-9.31787,38.60000,1.772151E-01,3.121218E-01,3.730759E-01,3.746115E-01,3.522608E-01,3.256282E-01,2.943617E-01,2.693467E-01,2.520966E-01,2.048246E-01,1.797865E-01,1.484000E-01,1.242412E-01,3.336240E-01,5.864551E-01,6.851285E-01,6.808953E-01,6.351409E-01,5.935665E-01,5.547047E-01,5.278102E-01,4.964000E-01,3.753244E-01,3.378811E-01,2.851137E-01,2.481494E-01
-9.31787,38.70000,1.751827E-01,3.074461E-01,3.639611E-01,3.656756E-01,3.459139E-01,3.183016E-01,2.874777E-01,2.632834E-01,2.458498E-01,2.013725E-01,1.740080E-01,1.456676E-01,1.164605E-01,3.307423E-01,5.935127E-01,6.768046E-01,6.726978E-01,6.249065E-01,5.842330E-01,5.529572E-01,5.219812E-01,4.956354E-01,3.669131E-01,3.325480E-01,2.801087E-01,2.343045E-01
